County Name,Year,Income Per Capita($)
"Ashe, NC",2015,"33,459"
"Avery, NC",2015,"32,678"
"Beaufort, NC",2015,"38,554"
"Bertie, NC",2015,"31,685"
"Bladen, NC",2015,"31,914"
"Brunswick, NC",2015,"38,418"
"Buncombe, NC",2015,"43,164"
"Burke, NC",2015,"31,772"
"Cabarrus, NC",2015,"41,208"
"Caldwell, NC",2015,"31,773"
"Camden, NC",2015,"42,424"
"Carteret, NC",2015,"45,004"
"Caswell, NC",2015,"32,791"
"Catawba, NC",2015,"40,533"
"Chatham, NC",2015,"55,720"
"Cherokee, NC",2015,"30,443"
"Chowan, NC",2015,"36,197"
"Clay, NC",2015,"31,752"
"Cleveland, NC",2015,"34,342"
"Columbus, NC",2015,"29,569"
"Craven, NC",2015,"40,989"
"Cumberland, NC",2015,"36,178"
"Currituck, NC",2015,"42,137"
"Dare, NC",2015,"49,321"
"Davidson, NC",2015,"35,682"
"Davie, NC",2015,"43,247"
"Duplin, NC",2015,"32,588"
"Durham, NC",2015,"45,375"
"Edgecombe, NC",2015,"31,986"
"Forsyth, NC",2015,"45,014"
"Franklin, NC",2015,"32,463"
"Gaston, NC",2015,"37,744"
"Gates, NC",2015,"33,229"
"Graham, NC",2015,"30,002"
"Granville, NC",2015,"34,506"
"Greene, NC",2015,"30,578"
"Guilford, NC",2015,"43,256"
"Halifax, NC",2015,"32,997"
"Harnett, NC",2015,"31,976"
"Haywood, NC",2015,"36,424"
"Henderson, NC",2015,"38,966"
"Hertford, NC",2015,"30,041"
"Hoke, NC",2015,"28,779"
"Hyde, NC",2015,"42,359"
"Iredell, NC",2015,"46,202"
"Jackson, NC",2015,"30,288"
"Johnston, NC",2015,"36,244"
"Jones, NC",2015,"36,411"
"Lee, NC",2015,"36,874"
"Lenoir, NC",2015,"36,485"
"Lincoln, NC",2015,"40,779"
"McDowell, NC",2015,"30,738"
"Macon, NC",2015,"36,395"
"Madison, NC",2015,"30,839"
"Martin, NC",2015,"31,530"
"Mecklenburg, NC",2015,"54,124"
"Mitchell, NC",2015,"33,041"
"Montgomery, NC",2015,"32,240"
"Moore, NC",2015,"48,030"
"Nash, NC",2015,"38,734"
"New Hanover, NC",2015,"42,261"
"Northampton, NC",2015,"30,341"
"Onslow, NC",2015,"43,017"
"Orange, NC",2015,"58,216"
"Pamlico, NC",2015,"38,956"
"Pasquotank, NC",2015,"36,199"
"Pender, NC",2015,"33,877"
"Perquimans, NC",2015,"36,360"
"Person, NC",2015,"34,940"
"Pitt, NC",2015,"38,003"
"Polk, NC",2015,"41,334"
"Randolph, NC",2015,"34,114"
"Richmond, NC",2015,"32,936"
"Robeson, NC",2015,"27,174"
"Rockingham, NC",2015,"34,117"
"Rowan, NC",2015,"35,037"
"Rutherford, NC",2015,"30,057"
"Sampson, NC",2015,"35,178"
"Scotland, NC",2015,"30,500"
"Stanly, NC",2015,"34,641"
"Stokes, NC",2015,"33,554"
"Surry, NC",2015,"35,803"
"Swain, NC",2015,"34,694"
"Transylvania, NC",2015,"37,375"
"Tyrrell, NC",2015,"28,521"
"Union, NC",2015,"46,588"
"Vance, NC",2015,"32,442"
"Wake, NC",2015,"53,706"
"Warren, NC",2015,"28,329"
"Washington, NC",2015,"33,137"
"Watauga, NC",2015,"33,453"
"Wayne, NC",2015,"35,704"
"Wilkes, NC",2015,"33,579"
"Wilson, NC",2015,"37,455"
"Yadkin, NC",2015,"34,547"
"Yancey, NC",2015,"32,595"
"Adams, ND",2015,"50,128"
"Barnes, ND",2015,"48,211"
"Benson, ND",2015,"29,519"
"Billings, ND",2015,"79,778"
"Bottineau, ND",2015,"52,531"
"Bowman, ND",2015,"59,401"
"Burke, ND",2015,"70,975"
"Burleigh, ND",2015,"57,386"
"Cass, ND",2015,"54,008"
"Cavalier, ND",2015,"54,186"
"Dickey, ND",2015,"46,782"
"Divide, ND",2015,"57,118"
"Dunn, ND",2015,"65,351"
"Eddy, ND",2015,"44,034"
"Emmons, ND",2015,"42,600"
"Foster, ND",2015,"54,626"
"Golden Valley, ND",2015,"46,354"
"Grand Forks, ND",2015,"47,622"
"Grant, ND",2015,"37,397"
"Griggs, ND",2015,"51,527"
"Hettinger, ND",2015,"42,367"
"Kidder, ND",2015,"46,714"
"LaMoure, ND",2015,"44,317"
"Logan, ND",2015,"48,703"
"McHenry, ND",2015,"48,955"
"McIntosh, ND",2015,"47,255"
"McKenzie, ND",2015,"64,835"
"McLean, ND",2015,"48,459"
"Mercer, ND",2015,"55,542"
"Morton, ND",2015,"51,654"
"Mountrail, ND",2015,"61,937"
"Nelson, ND",2015,"52,590"
"Oliver, ND",2015,"45,728"
"Pembina, ND",2015,"51,864"
"Pierce, ND",2015,"40,620"
"Ramsey, ND",2015,"42,989"
"Ransom, ND",2015,"45,290"
"Renville, ND",2015,"51,798"
"Richland, ND",2015,"45,138"
"Rolette, ND",2015,"33,931"
"Sargent, ND",2015,"52,795"
"Sheridan, ND",2015,"39,068"
"Sioux, ND",2015,"28,129"
"Slope, ND",2015,"57,962"
"Stark, ND",2015,"71,780"
"Steele, ND",2015,"52,255"
"Stutsman, ND",2015,"47,728"
"Towner, ND",2015,"43,118"
"Traill, ND",2015,"46,630"
"Walsh, ND",2015,"42,686"
"Ward, ND",2015,"54,608"
"Wells, ND",2015,"45,392"
"Williams, ND",2015,"80,375"
"Adams, OH",2015,"31,673"
"Allen, OH",2015,"38,360"
"Ashland, OH",2015,"35,431"
"Ashtabula, OH",2015,"35,326"
"Athens, OH",2015,"30,984"
"Auglaize, OH",2015,"42,912"
"Belmont, OH",2015,"37,129"
"Brown, OH",2015,"33,029"
"Butler, OH",2015,"42,305"
"Carroll, OH",2015,"35,694"
"Champaign, OH",2015,"37,106"
"Clark, OH",2015,"37,064"
"Clermont, OH",2015,"48,625"
"Clinton, OH",2015,"41,055"
"Columbiana, OH",2015,"35,373"
"Coshocton, OH",2015,"34,505"
"Crawford, OH",2015,"35,440"
"Cuyahoga, OH",2015,"49,415"
"Darke, OH",2015,"38,006"
"Defiance, OH",2015,"37,378"
"Delaware, OH",2015,"66,075"
"Erie, OH",2015,"56,812"
"Fairfield, OH",2015,"41,780"
"Fayette, OH",2015,"34,803"
"Franklin, OH",2015,"47,630"
"Fulton, OH",2015,"41,091"
"Gallia, OH",2015,"35,732"
"Geauga, OH",2015,"62,290"
"Greene, OH",2015,"45,449"
"Guernsey, OH",2015,"36,566"
"Hamilton, OH",2015,"53,485"
"Hancock, OH",2015,"60,318"
"Hardin, OH",2015,"29,857"
"Harrison, OH",2015,"34,743"
"Henry, OH",2015,"41,037"
"Highland, OH",2015,"32,523"
"Hocking, OH",2015,"34,283"
"Holmes, OH",2015,"39,077"
"Huron, OH",2015,"37,453"
"Jackson, OH",2015,"33,698"
"Jefferson, OH",2015,"35,397"
"Knox, OH",2015,"39,032"
"Lake, OH",2015,"45,986"
"Lawrence, OH",2015,"34,851"
"Licking, OH",2015,"41,962"
"Logan, OH",2015,"38,442"
"Lorain, OH",2015,"41,657"
"Lucas, OH",2015,"42,609"
"Madison, OH",2015,"37,005"
"Mahoning, OH",2015,"40,387"
"Marion, OH",2015,"33,464"
"Medina, OH",2015,"50,009"
"Meigs, OH",2015,"31,692"
"Mercer, OH",2015,"45,615"
"Miami, OH",2015,"42,392"
"Monroe, OH",2015,"30,295"
"Montgomery, OH",2015,"42,486"
"Morgan, OH",2015,"30,567"
"Morrow, OH",2015,"34,627"
"Muskingum, OH",2015,"37,744"
"Noble, OH",2015,"25,011"
"Ottawa, OH",2015,"45,923"
"Paulding, OH",2015,"36,018"
"Perry, OH",2015,"33,618"
"Pickaway, OH",2015,"36,817"
"Pike, OH",2015,"34,472"
"Portage, OH",2015,"40,436"
"Preble, OH",2015,"36,401"
"Putnam, OH",2015,"43,933"
"Richland, OH",2015,"36,240"
"Ross, OH",2015,"33,955"
"Sandusky, OH",2015,"38,054"
"Scioto, OH",2015,"36,019"
"Seneca, OH",2015,"36,916"
"Shelby, OH",2015,"41,469"
"Stark, OH",2015,"41,705"
"Summit, OH",2015,"46,362"
"Trumbull, OH",2015,"37,477"
"Tuscarawas, OH",2015,"40,166"
"Union, OH",2015,"46,581"
"Van Wert, OH",2015,"37,110"
"Vinton, OH",2015,"30,428"
"Warren, OH",2015,"52,891"
"Washington, OH",2015,"39,234"
"Wayne, OH",2015,"39,652"
"Williams, OH",2015,"38,031"
"Wood, OH",2015,"43,250"
"Wyandot, OH",2015,"39,680"
"Adair, OK",2015,"27,844"
"Alfalfa, OK",2015,"43,464"
"Atoka, OK",2015,"30,124"
"Beaver, OK",2015,"51,198"
"Beckham, OK",2015,"37,793"
"Blaine, OK",2015,"37,673"
"Bryan, OK",2015,"31,267"
"Caddo, OK",2015,"33,047"
"Canadian, OK",2015,"43,102"
"Carter, OK",2015,"40,801"
"Cherokee, OK",2015,"30,508"
"Choctaw, OK",2015,"30,974"
"Cimarron, OK",2015,"68,869"
"Cleveland, OK",2015,"42,982"
"Coal, OK",2015,"32,410"
"Comanche, OK",2015,"39,022"
"Cotton, OK",2015,"41,220"
"Craig, OK",2015,"34,850"
"Creek, OK",2015,"38,573"
"Custer, OK",2015,"38,356"
"Delaware, OK",2015,"30,649"
"Dewey, OK",2015,"41,837"
"Ellis, OK",2015,"56,370"
"Garfield, OK",2015,"44,103"
"Garvin, OK",2015,"36,613"
"Grady, OK",2015,"37,781"
"Grant, OK",2015,"48,522"
"Greer, OK",2015,"28,146"
"Harmon, OK",2015,"44,928"
"Harper, OK",2015,"51,770"
"Haskell, OK",2015,"34,891"
"Hughes, OK",2015,"30,605"
"Jackson, OK",2015,"37,556"
"Jefferson, OK",2015,"34,645"
"Johnston, OK",2015,"32,687"
"Kay, OK",2015,"39,254"
"Kingfisher, OK",2015,"44,514"
"Kiowa, OK",2015,"34,816"
"Latimer, OK",2015,"33,271"
"Le Flore, OK",2015,"31,155"
"Lincoln, OK",2015,"33,855"
"Logan, OK",2015,"38,966"
"Love, OK",2015,"35,582"
"McClain, OK",2015,"42,032"
"McCurtain, OK",2015,"30,933"
"McIntosh, OK",2015,"32,753"
"Major, OK",2015,"41,316"
"Marshall, OK",2015,"30,537"
"Mayes, OK",2015,"33,539"
"Murray, OK",2015,"42,161"
"Muskogee, OK",2015,"34,933"
"Noble, OK",2015,"40,817"
"Nowata, OK",2015,"34,774"
"Okfuskee, OK",2015,"29,138"
"Oklahoma, OK",2015,"48,240"
"Okmulgee, OK",2015,"32,350"
"Osage, OK",2015,"33,561"
"Ottawa, OK",2015,"34,424"
"Pawnee, OK",2015,"33,649"
"Payne, OK",2015,"35,455"
"Pittsburg, OK",2015,"35,443"
"Pontotoc, OK",2015,"39,094"
"Pottawatomie, OK",2015,"36,176"
"Pushmataha, OK",2015,"31,464"
"Roger Mills, OK",2015,"48,286"
"Rogers, OK",2015,"42,351"
"Seminole, OK",2015,"32,336"
"Sequoyah, OK",2015,"31,634"
"Stephens, OK",2015,"42,187"
"Texas, OK",2015,"48,172"
"Tillman, OK",2015,"38,779"
"Tulsa, OK",2015,"63,239"
"Wagoner, OK",2015,"36,929"
"Washington, OK",2015,"52,988"
"Washita, OK",2015,"33,268"
"Woods, OK",2015,"45,844"
"Woodward, OK",2015,"45,771"
"Baker, OR",2015,"37,648"
"Benton, OR",2015,"42,077"
"Clackamas, OR",2015,"51,187"
"Clatsop, OR",2015,"39,796"
"Columbia, OR",2015,"40,059"
"Coos, OR",2015,"39,741"
"Crook, OR",2015,"37,204"
"Curry, OR",2015,"39,180"
"Deschutes, OR",2015,"47,523"
"Douglas, OR",2015,"36,866"
"Gilliam, OR",2015,"44,701"
"Grant, OR",2015,"39,640"
"Harney, OR",2015,"37,941"
"Hood River, OR",2015,"47,117"
"Jackson, OR",2015,"41,609"
"Jefferson, OR",2015,"31,104"
"Josephine, OR",2015,"36,728"
"Klamath, OR",2015,"35,984"
"Lake, OR",2015,"37,208"
"Lane, OR",2015,"41,181"
"Lincoln, OR",2015,"39,969"
"Linn, OR",2015,"38,055"
"Malheur, OR",2015,"29,977"
"Marion, OR",2015,"38,474"
"Morrow, OR",2015,"41,982"
"Multnomah, OR",2015,"50,997"
"Polk, OR",2015,"37,931"
"Sherman, OR",2015,"50,660"
"Tillamook, OR",2015,"39,365"
"Umatilla, OR",2015,"35,598"
"Union, OR",2015,"37,110"
"Wallowa, OR",2015,"43,124"
"Wasco, OR",2015,"40,245"
"Washington, OR",2015,"53,899"
"Wheeler, OR",2015,"36,118"
"Yamhill, OR",2015,"40,762"
"Adams, PA",2015,"44,844"
"Allegheny, PA",2015,"54,974"
"Armstrong, PA",2015,"39,884"
"Beaver, PA",2015,"43,563"
"Bedford, PA",2015,"38,246"
"Berks, PA",2015,"44,935"
"Blair, PA",2015,"41,996"
"Bradford, PA",2015,"38,083"
"Bucks, PA",2015,"65,194"
"Butler, PA",2015,"52,688"
"Cambria, PA",2015,"39,182"
"Cameron, PA",2015,"44,287"
"Carbon, PA",2015,"44,804"
"Centre, PA",2015,"41,609"
"Chester, PA",2015,"75,350"
"Clarion, PA",2015,"38,241"
"Clearfield, PA",2015,"39,978"
"Clinton, PA",2015,"36,734"
"Columbia, PA",2015,"37,838"
"Crawford, PA",2015,"37,338"
"Cumberland, PA",2015,"50,725"
"Dauphin, PA",2015,"46,658"
"Delaware, PA",2015,"58,745"
"Elk, PA",2015,"43,292"
"Erie, PA",2015,"40,665"
"Fayette, PA",2015,"38,641"
"Forest, PA",2015,"20,891"
"Franklin, PA",2015,"42,012"
"Fulton, PA",2015,"39,153"
"Greene, PA",2015,"39,891"
"Huntingdon, PA",2015,"34,116"
"Indiana, PA",2015,"35,527"
"Jefferson, PA",2015,"39,745"
"Juniata, PA",2015,"39,006"
"Lackawanna, PA",2015,"42,962"
"Lancaster, PA",2015,"46,543"
"Lawrence, PA",2015,"39,780"
"Lebanon, PA",2015,"42,938"
"Lehigh, PA",2015,"48,768"
"Luzerne, PA",2015,"40,872"
"Lycoming, PA",2015,"40,489"
"McKean, PA",2015,"40,889"
"Mercer, PA",2015,"38,441"
"Mifflin, PA",2015,"35,454"
"Monroe, PA",2015,"38,247"
"Montgomery, PA",2015,"73,142"
"Montour, PA",2015,"51,243"
"Northampton, PA",2015,"48,221"
"Northumberland, PA",2015,"38,196"
"Perry, PA",2015,"40,099"
"Philadelphia, PA",2015,"50,784"
"Pike, PA",2015,"41,885"
"Potter, PA",2015,"35,865"
"Schuylkill, PA",2015,"38,485"
"Snyder, PA",2015,"38,537"
"Somerset, PA",2015,"37,997"
"Sullivan, PA",2015,"42,086"
"Susquehanna, PA",2015,"40,042"
"Tioga, PA",2015,"38,021"
"Union, PA",2015,"36,128"
"Venango, PA",2015,"38,006"
"Warren, PA",2015,"38,689"
"Washington, PA",2015,"52,787"
"Wayne, PA",2015,"38,409"
"Westmoreland, PA",2015,"46,900"
"Wyoming, PA",2015,"41,574"
"York, PA",2015,"44,790"
"Bristol, RI",2015,"69,831"
"Kent, RI",2015,"54,167"
"Newport, RI",2015,"60,518"
"Providence, RI",2015,"44,469"
"Washington, RI",2015,"58,165"
"Abbeville, SC",2015,"31,135"
"Aiken, SC",2015,"38,675"
"Allendale, SC",2015,"27,637"
"Anderson, SC",2015,"36,161"
"Bamberg, SC",2015,"30,204"
"Barnwell, SC",2015,"30,709"
"Beaufort, SC",2015,"51,025"
"Berkeley, SC",2015,"35,568"
"Calhoun, SC",2015,"34,275"
"Charleston, SC",2015,"53,946"
"Cherokee, SC",2015,"30,059"
"Chester, SC",2015,"30,999"
"Chesterfield, SC",2015,"27,747"
"Clarendon, SC",2015,"30,363"
"Colleton, SC",2015,"31,874"
"Darlington, SC",2015,"33,808"
"Dillon, SC",2015,"25,445"
"Dorchester, SC",2015,"35,783"
"Edgefield, SC",2015,"31,792"
"Fairfield, SC",2015,"33,910"
"Florence, SC",2015,"37,806"
"Georgetown, SC",2015,"42,338"
"Greenville, SC",2015,"44,529"
"Greenwood, SC",2015,"34,366"
"Hampton, SC",2015,"28,430"
"Horry, SC",2015,"34,439"
"Jasper, SC",2015,"26,663"
"Kershaw, SC",2015,"38,052"
"Lancaster, SC",2015,"41,230"
"Laurens, SC",2015,"31,718"
"Lee, SC",2015,"27,901"
"Lexington, SC",2015,"42,807"
"McCormick, SC",2015,"32,546"
"Marion, SC",2015,"28,346"
"Marlboro, SC",2015,"27,306"
"Newberry, SC",2015,"35,766"
"Oconee, SC",2015,"38,742"
"Orangeburg, SC",2015,"30,932"
"Pickens, SC",2015,"34,713"
"Richland, SC",2015,"42,007"
"Saluda, SC",2015,"32,763"
"Spartanburg, SC",2015,"39,772"
"Sumter, SC",2015,"35,482"
"Union, SC",2015,"30,507"
"Williamsburg, SC",2015,"29,046"
"York, SC",2015,"41,282"
"Aurora, SD",2015,"43,246"
"Beadle, SD",2015,"49,619"
"Bennett, SD",2015,"28,981"
"Bon Homme, SD",2015,"36,968"
"Brookings, SD",2015,"43,837"
"Brown, SD",2015,"50,484"
"Brule, SD",2015,"43,832"
"Buffalo, SD",2015,"22,191"
"Butte, SD",2015,"35,435"
"Campbell, SD",2015,"45,534"
"Charles Mix, SD",2015,"41,806"
"Clark, SD",2015,"44,498"
"Clay, SD",2015,"37,709"
"Codington, SD",2015,"43,861"
"Corson, SD",2015,"28,596"
"Custer, SD",2015,"44,388"
"Davison, SD",2015,"48,778"
"Day, SD",2015,"40,433"
"Deuel, SD",2015,"49,843"
"Dewey, SD",2015,"38,690"
"Douglas, SD",2015,"57,188"
"Edmunds, SD",2015,"45,115"
"Fall River, SD",2015,"44,192"
"Faulk, SD",2015,"42,602"
"Grant, SD",2015,"62,250"
"Gregory, SD",2015,"41,383"
"Haakon, SD",2015,"52,832"
"Hamlin, SD",2015,"38,702"
"Hand, SD",2015,"49,730"
"Hanson, SD",2015,"61,820"
"Harding, SD",2015,"57,470"
"Hughes, SD",2015,"48,823"
"Hutchinson, SD",2015,"50,055"
"Hyde, SD",2015,"49,022"
"Jackson, SD",2015,"24,666"
"Jerauld, SD",2015,"49,367"
"Jones, SD",2015,"52,660"
"Kingsbury, SD",2015,"45,542"
"Lake, SD",2015,"53,672"
"Lawrence, SD",2015,"45,734"
"Lincoln, SD",2015,"63,400"
"Lyman, SD",2015,"46,919"
"McCook, SD",2015,"46,957"
"McPherson, SD",2015,"36,090"
"Marshall, SD",2015,"44,203"
"Meade, SD",2015,"40,624"
"Mellette, SD",2015,"27,686"
"Miner, SD",2015,"40,896"
"Minnehaha, SD",2015,"52,916"
"Moody, SD",2015,"48,740"
"Oglala Lakota, SD*",2015,"22,984"
"Pennington, SD",2015,"47,331"
"Perkins, SD",2015,"38,752"
"Potter, SD",2015,"86,672"
"Roberts, SD",2015,"33,335"
"Sanborn, SD",2015,"47,014"
"Spink, SD",2015,"49,626"
"Stanley, SD",2015,"66,876"
"Sully, SD",2015,"54,374"
"Todd, SD",2015,"24,245"
"Tripp, SD",2015,"47,099"
"Turner, SD",2015,"67,459"
"Union, SD",2015,"95,103"
"Walworth, SD",2015,"42,608"
"Yankton, SD",2015,"45,090"
"Ziebach, SD",2015,"22,335"
"Anderson, TN",2015,"38,486"
"Bedford, TN",2015,"34,123"
"Benton, TN",2015,"30,883"
"Bledsoe, TN",2015,"24,619"
"Blount, TN",2015,"38,791"
"Bradley, TN",2015,"37,088"
"Campbell, TN",2015,"31,559"
"Cannon, TN",2015,"33,579"
"Carroll, TN",2015,"33,821"
"Carter, TN",2015,"31,504"
"Cheatham, TN",2015,"38,974"
"Chester, TN",2015,"30,748"
"Claiborne, TN",2015,"32,689"
"Clay, TN",2015,"28,976"
"Cocke, TN",2015,"29,587"
"Coffee, TN",2015,"36,437"
"Crockett, TN",2015,"34,196"
"Cumberland, TN",2015,"33,940"
"Davidson, TN",2015,"55,966"
"Decatur, TN",2015,"40,630"
"DeKalb, TN",2015,"36,813"
"Dickson, TN",2015,"36,027"
"Dyer, TN",2015,"37,472"
"Fayette, TN",2015,"49,719"
"Fentress, TN",2015,"29,975"
"Franklin, TN",2015,"35,511"
"Gibson, TN",2015,"36,104"
"Giles, TN",2015,"35,818"
"Grainger, TN",2015,"30,480"
"Greene, TN",2015,"37,107"
"Grundy, TN",2015,"28,672"
"Hamblen, TN",2015,"34,804"
"Hamilton, TN",2015,"47,408"
"Hancock, TN",2015,"25,345"
"Hardeman, TN",2015,"27,391"
"Hardin, TN",2015,"35,565"
"Hawkins, TN",2015,"31,857"
"Haywood, TN",2015,"29,584"
"Henderson, TN",2015,"32,703"
"Henry, TN",2015,"38,779"
"Hickman, TN",2015,"29,387"
"Houston, TN",2015,"30,750"
"Humphreys, TN",2015,"36,823"
"Jackson, TN",2015,"28,093"
"Jefferson, TN",2015,"32,449"
"Johnson, TN",2015,"29,805"
"Knox, TN",2015,"45,464"
"Lake, TN",2015,"21,988"
"Lauderdale, TN",2015,"26,095"
"Lawrence, TN",2015,"31,916"
"Lewis, TN",2015,"30,939"
"Lincoln, TN",2015,"37,908"
"Loudon, TN",2015,"43,274"
"McMinn, TN",2015,"33,135"
"McNairy, TN",2015,"29,992"
"Macon, TN",2015,"31,174"
"Madison, TN",2015,"38,890"
"Marion, TN",2015,"34,582"
"Marshall, TN",2015,"33,991"
"Maury, TN",2015,"38,056"
"Meigs, TN",2015,"31,395"
"Monroe, TN",2015,"30,539"
"Montgomery, TN",2015,"39,812"
"Moore, TN",2015,"38,883"
"Morgan, TN",2015,"27,575"
"Obion, TN",2015,"37,523"
"Overton, TN",2015,"30,418"
"Perry, TN",2015,"31,633"
"Pickett, TN",2015,"36,493"
"Polk, TN",2015,"31,485"
"Putnam, TN",2015,"36,928"
"Rhea, TN",2015,"32,698"
"Roane, TN",2015,"37,212"
"Robertson, TN",2015,"37,874"
"Rutherford, TN",2015,"37,776"
"Scott, TN",2015,"27,731"
"Sequatchie, TN",2015,"34,408"
"Sevier, TN",2015,"35,932"
"Shelby, TN",2015,"45,075"
"Smith, TN",2015,"34,803"
"Stewart, TN",2015,"38,079"
"Sullivan, TN",2015,"38,938"
"Sumner, TN",2015,"43,580"
"Tipton, TN",2015,"35,045"
"Trousdale, TN",2015,"35,390"
"Unicoi, TN",2015,"34,938"
"Union, TN",2015,"28,830"
"Van Buren, TN",2015,"30,125"
"Warren, TN",2015,"32,077"
"Washington, TN",2015,"39,782"
"Wayne, TN",2015,"26,582"
"Weakley, TN",2015,"34,132"
"White, TN",2015,"30,603"
"Williamson, TN",2015,"91,767"
"Wilson, TN",2015,"43,977"
"Anderson, TX",2015,"32,030"
"Andrews, TX",2015,"45,423"
"Angelina, TX",2015,"38,050"
"Aransas, TX",2015,"47,071"
"Archer, TX",2015,"46,219"
"Armstrong, TX",2015,"44,344"
"Atascosa, TX",2015,"35,517"
"Austin, TX",2015,"50,840"
"Bailey, TX",2015,"44,705"
"Bandera, TX",2015,"41,408"
"Bastrop, TX",2015,"33,548"
"Baylor, TX",2015,"38,982"
"Bee, TX",2015,"27,560"
"Bell, TX",2015,"41,108"
"Bexar, TX",2015,"42,554"
"Blanco, TX",2015,"47,537"
"Borden, TX",2015,"59,510"
"Bosque, TX",2015,"39,854"
"Bowie, TX",2015,"37,286"
"Brazoria, TX",2015,"45,606"
"Brazos, TX",2015,"35,554"
"Brewster, TX",2015,"41,781"
"Briscoe, TX",2015,"34,640"
"Brooks, TX",2015,"35,403"
"Brown, TX",2015,"35,714"
"Burleson, TX",2015,"40,745"
"Burnet, TX",2015,"44,032"
"Caldwell, TX",2015,"31,330"
"Calhoun, TX",2015,"36,724"
"Callahan, TX",2015,"38,002"
"Cameron, TX",2015,"26,604"
"Camp, TX",2015,"39,227"
"Carson, TX",2015,"44,630"
"Cass, TX",2015,"34,742"
"Castro, TX",2015,"67,218"
"Chambers, TX",2015,"51,055"
"Cherokee, TX",2015,"33,208"
"Childress, TX",2015,"27,481"
"Clay, TX",2015,"40,947"
"Cochran, TX",2015,"37,052"
"Coke, TX",2015,"41,498"
"Coleman, TX",2015,"39,430"
"Collin, TX",2015,"60,461"
"Collingsworth, TX",2015,"33,945"
"Colorado, TX",2015,"43,439"
"Comal, TX",2015,"53,687"
"Comanche, TX",2015,"37,963"
"Concho, TX",2015,"22,156"
"Cooke, TX",2015,"49,069"
"Coryell, TX",2015,"31,629"
"Cottle, TX",2015,"52,999"
"Crane, TX",2015,"40,345"
"Crockett, TX",2015,"38,107"
"Crosby, TX",2015,"27,817"
"Culberson, TX",2015,"42,006"
"Dallam, TX",2015,"63,309"
"Dallas, TX",2015,"52,388"
"Dawson, TX",2015,"32,228"
"Deaf Smith, TX",2015,"51,839"
"Delta, TX",2015,"34,697"
"Denton, TX",2015,"51,084"
"DeWitt, TX",2015,"56,715"
"Dickens, TX",2015,"31,822"
"Dimmit, TX",2015,"35,444"
"Donley, TX",2015,"44,186"
"Duval, TX",2015,"36,813"
"Eastland, TX",2015,"49,332"
"Ector, TX",2015,"41,988"
"Edwards, TX",2015,"39,089"
"Ellis, TX",2015,"39,989"
"El Paso, TX",2015,"32,804"
"Erath, TX",2015,"34,848"
"Falls, TX",2015,"31,264"
"Fannin, TX",2015,"34,657"
"Fayette, TX",2015,"48,970"
"Fisher, TX",2015,"40,885"
"Floyd, TX",2015,"40,576"
"Foard, TX",2015,"39,128"
"Fort Bend, TX",2015,"61,598"
"Franklin, TX",2015,"35,705"
"Freestone, TX",2015,"36,824"
"Frio, TX",2015,"28,289"
"Gaines, TX",2015,"35,607"
"Galveston, TX",2015,"50,017"
"Garza, TX",2015,"30,233"
"Gillespie, TX",2015,"54,488"
"Glasscock, TX",2015,"72,924"
"Goliad, TX",2015,"41,928"
"Gonzales, TX",2015,"44,324"
"Gray, TX",2015,"43,281"
"Grayson, TX",2015,"38,926"
"Gregg, TX",2015,"44,690"
"Grimes, TX",2015,"34,652"
"Guadalupe, TX",2015,"41,695"
"Hale, TX",2015,"30,571"
"Hall, TX",2015,"29,815"
"Hamilton, TX",2015,"55,588"
"Hansford, TX",2015,"77,511"
"Hardeman, TX",2015,"39,232"
"Hardin, TX",2015,"42,854"
"Harris, TX",2015,"53,874"
"Harrison, TX",2015,"40,575"
"Hartley, TX",2015,"81,234"
"Haskell, TX",2015,"33,547"
"Hays, TX",2015,"39,528"
"Hemphill, TX",2015,"72,994"
"Henderson, TX",2015,"36,673"
"Hidalgo, TX",2015,"24,909"
"Hill, TX",2015,"36,352"
"Hockley, TX",2015,"39,144"
"Hood, TX",2015,"46,155"
"Hopkins, TX",2015,"36,798"
"Houston, TX",2015,"35,016"
"Howard, TX",2015,"34,671"
"Hudspeth, TX",2015,"34,591"
"Hunt, TX",2015,"35,011"
"Hutchinson, TX",2015,"40,409"
"Irion, TX",2015,"64,549"
"Jack, TX",2015,"40,753"
"Jackson, TX",2015,"39,174"
"Jasper, TX",2015,"37,656"
"Jeff Davis, TX",2015,"40,023"
"Jefferson, TX",2015,"41,848"
"Jim Hogg, TX",2015,"30,991"
"Jim Wells, TX",2015,"39,222"
"Johnson, TX",2015,"38,064"
"Jones, TX",2015,"29,608"
"Karnes, TX",2015,"41,377"
"Kaufman, TX",2015,"38,894"
"Kendall, TX",2015,"78,705"
"Kenedy, TX",2015,"66,502"
"Kent, TX",2015,"44,277"
"Kerr, TX",2015,"45,836"
"Kimble, TX",2015,"45,308"
"King, TX",2015,"61,544"
"Kinney, TX",2015,"30,226"
"Kleberg, TX",2015,"36,991"
"Knox, TX",2015,"37,896"
"Lamar, TX",2015,"37,536"
"Lamb, TX",2015,"39,995"
"Lampasas, TX",2015,"47,302"
"La Salle, TX",2015,"39,697"
"Lavaca, TX",2015,"49,592"
"Lee, TX",2015,"43,085"
"Leon, TX",2015,"40,693"
"Liberty, TX",2015,"35,208"
"Limestone, TX",2015,"32,911"
