County Name,Year,GDP($K)
"Laurens, SC",2015,"3,972,723.00"
"Lee, SC",2015,"305,715.00"
"Lexington, SC",2015,"10,733,825.00"
"McCormick, SC",2015,"189,601.00"
"Marion, SC",2015,"541,012.00"
"Marlboro, SC",2015,"753,130.00"
"Newberry, SC",2015,"1,264,961.00"
"Oconee, SC",2015,"3,607,873.00"
"Orangeburg, SC",2015,"3,160,089.00"
"Pickens, SC",2015,"3,352,386.00"
"Richland, SC",2015,"23,190,691.00"
"Saluda, SC",2015,"376,615.00"
"Spartanburg, SC",2015,"13,096,407.00"
"Sumter, SC",2015,"3,868,782.00"
"Union, SC",2015,"640,019.00"
"Williamsburg, SC",2015,"757,585.00"
"York, SC",2015,"9,596,049.00"
"Aurora, SD",2015,"123,924.00"
"Beadle, SD",2015,"920,669.00"
"Bennett, SD",2015,"80,719.00"
"Bon Homme, SD",2015,"235,838.00"
"Brookings, SD",2015,"1,910,453.00"
"Brown, SD",2015,"2,061,521.00"
"Brule, SD",2015,"279,330.00"
"Buffalo, SD",2015,"99,571.00"
"Butte, SD",2015,"301,734.00"
"Campbell, SD",2015,"73,559.00"
"Charles Mix, SD",2015,"585,699.00"
"Clark, SD",2015,"154,117.00"
"Clay, SD",2015,"585,218.00"
"Codington, SD",2015,"1,393,757.00"
"Corson, SD",2015,"113,367.00"
"Custer, SD",2015,"218,502.00"
"Davison, SD",2015,"1,064,860.00"
"Day, SD",2015,"218,543.00"
"Deuel, SD",2015,"249,392.00"
"Dewey, SD",2015,"235,741.00"
"Douglas, SD",2015,"217,802.00"
"Edmunds, SD",2015,"167,671.00"
"Fall River, SD",2015,"268,124.00"
"Faulk, SD",2015,"83,876.00"
"Grant, SD",2015,"568,765.00"
"Gregory, SD",2015,"169,346.00"
"Haakon, SD",2015,"122,655.00"
"Hamlin, SD",2015,"204,778.00"
"Hand, SD",2015,"177,089.00"
"Hanson, SD",2015,"145,171.00"
"Harding, SD",2015,"96,767.00"
"Hughes, SD",2015,"1,111,747.00"
"Hutchinson, SD",2015,"416,714.00"
"Hyde, SD",2015,"97,113.00"
"Jackson, SD",2015,"62,296.00"
"Jerauld, SD",2015,"211,117.00"
"Jones, SD",2015,"55,875.00"
"Kingsbury, SD",2015,"223,916.00"
"Lake, SD",2015,"522,743.00"
"Lawrence, SD",2015,"995,454.00"
"Lincoln, SD",2015,"2,108,531.00"
"Lyman, SD",2015,"242,855.00"
"McCook, SD",2015,"214,779.00"
"McPherson, SD",2015,"75,575.00"
"Marshall, SD",2015,"257,965.00"
"Meade, SD",2015,"712,427.00"
"Mellette, SD",2015,"36,336.00"
"Miner, SD",2015,"73,274.00"
"Minnehaha, SD",2015,"16,409,382.00"
"Moody, SD",2015,"319,856.00"
"Oglala Lakota, SD*",2015,"291,981.00"
"Pennington, SD",2015,"5,244,162.00"
"Perkins, SD",2015,"128,217.00"
"Potter, SD",2015,"174,994.00"
"Roberts, SD",2015,"288,783.00"
"Sanborn, SD",2015,"139,106.00"
"Spink, SD",2015,"284,178.00"
"Stanley, SD",2015,"193,538.00"
"Sully, SD",2015,"80,834.00"
"Todd, SD",2015,"229,399.00"
"Tripp, SD",2015,"290,862.00"
"Turner, SD",2015,"460,302.00"
"Union, SD",2015,"1,181,008.00"
"Walworth, SD",2015,"204,285.00"
"Yankton, SD",2015,"1,204,803.00"
"Ziebach, SD",2015,"79,319.00"
"Anderson, TN",2015,"4,466,119.00"
"Bedford, TN",2015,"1,800,721.00"
"Benton, TN",2015,"343,591.00"
"Bledsoe, TN",2015,"209,785.00"
"Blount, TN",2015,"4,807,203.00"
"Bradley, TN",2015,"4,711,569.00"
"Campbell, TN",2015,"821,593.00"
"Cannon, TN",2015,"234,234.00"
"Carroll, TN",2015,"693,850.00"
"Carter, TN",2015,"1,022,698.00"
"Cheatham, TN",2015,"939,186.00"
"Chester, TN",2015,"334,925.00"
"Claiborne, TN",2015,"747,308.00"
"Clay, TN",2015,"191,977.00"
"Cocke, TN",2015,"1,044,237.00"
"Coffee, TN",2015,"2,520,463.00"
"Crockett, TN",2015,"542,159.00"
"Cumberland, TN",2015,"1,570,551.00"
"Davidson, TN",2015,"61,067,176.00"
"Decatur, TN",2015,"312,090.00"
"DeKalb, TN",2015,"710,941.00"
"Dickson, TN",2015,"1,560,020.00"
"Dyer, TN",2015,"1,510,119.00"
"Fayette, TN",2015,"1,001,320.00"
"Fentress, TN",2015,"427,739.00"
"Franklin, TN",2015,"1,034,818.00"
"Gibson, TN",2015,"1,399,316.00"
"Giles, TN",2015,"976,423.00"
"Grainger, TN",2015,"348,954.00"
"Greene, TN",2015,"2,209,691.00"
"Grundy, TN",2015,"216,973.00"
"Hamblen, TN",2015,"3,029,776.00"
"Hamilton, TN",2015,"23,151,565.00"
"Hancock, TN",2015,"87,936.00"
"Hardeman, TN",2015,"590,893.00"
"Hardin, TN",2015,"863,629.00"
"Hawkins, TN",2015,"1,983,100.00"
"Haywood, TN",2015,"737,668.00"
"Henderson, TN",2015,"779,965.00"
"Henry, TN",2015,"1,137,043.00"
"Hickman, TN",2015,"376,242.00"
"Houston, TN",2015,"145,577.00"
"Humphreys, TN",2015,"760,698.00"
"Jackson, TN",2015,"181,087.00"
"Jefferson, TN",2015,"1,327,565.00"
"Johnson, TN",2015,"396,715.00"
"Knox, TN",2015,"24,028,779.00"
"Lake, TN",2015,"197,536.00"
"Lauderdale, TN",2015,"675,667.00"
"Lawrence, TN",2015,"1,066,002.00"
"Lewis, TN",2015,"249,169.00"
"Lincoln, TN",2015,"904,170.00"
"Loudon, TN",2015,"1,544,617.00"
"McMinn, TN",2015,"1,960,719.00"
"McNairy, TN",2015,"607,314.00"
"Macon, TN",2015,"525,180.00"
"Madison, TN",2015,"5,314,163.00"
"Marion, TN",2015,"722,793.00"
"Marshall, TN",2015,"848,776.00"
"Maury, TN",2015,"3,042,839.00"
"Meigs, TN",2015,"209,398.00"
"Monroe, TN",2015,"1,167,965.00"
"Montgomery, TN",2015,"4,812,912.00"
"Moore, TN",2015,"187,265.00"
"Morgan, TN",2015,"278,142.00"
"Obion, TN",2015,"1,079,346.00"
"Overton, TN",2015,"467,201.00"
"Perry, TN",2015,"163,331.00"
"Pickett, TN",2015,"142,194.00"
"Polk, TN",2015,"298,997.00"
"Putnam, TN",2015,"3,264,440.00"
"Rhea, TN",2015,"1,600,723.00"
"Roane, TN",2015,"2,272,925.00"
"Robertson, TN",2015,"2,282,228.00"
"Rutherford, TN",2015,"13,060,234.00"
"Scott, TN",2015,"524,919.00"
"Sequatchie, TN",2015,"256,158.00"
"Sevier, TN",2015,"3,567,146.00"
"Shelby, TN",2015,"59,162,907.00"
"Smith, TN",2015,"634,156.00"
"Stewart, TN",2015,"1,180,608.00"
"Sullivan, TN",2015,"7,325,882.00"
"Sumner, TN",2015,"5,837,030.00"
"Tipton, TN",2015,"1,074,437.00"
"Trousdale, TN",2015,"158,145.00"
"Unicoi, TN",2015,"570,370.00"
"Union, TN",2015,"293,945.00"
"Van Buren, TN",2015,"100,834.00"
"Warren, TN",2015,"1,352,505.00"
"Washington, TN",2015,"5,472,330.00"
"Wayne, TN",2015,"319,688.00"
"Weakley, TN",2015,"1,068,046.00"
"White, TN",2015,"660,072.00"
"Williamson, TN",2015,"20,551,816.00"
"Wilson, TN",2015,"4,250,418.00"
"Anderson, TX",2015,"1,796,858.00"
"Andrews, TX",2015,"2,561,555.00"
"Angelina, TX",2015,"3,401,598.00"
"Aransas, TX",2015,"664,417.00"
"Archer, TX",2015,"314,935.00"
"Armstrong, TX",2015,"54,716.00"
"Atascosa, TX",2015,"3,197,114.00"
"Austin, TX",2015,"1,307,827.00"
"Bailey, TX",2015,"434,183.00"
"Bandera, TX",2015,"339,954.00"
"Bastrop, TX",2015,"1,882,396.00"
"Baylor, TX",2015,"149,851.00"
"Bee, TX",2015,"858,587.00"
"Bell, TX",2015,"15,797,421.00"
"Bexar, TX",2015,"96,222,304.00"
"Blanco, TX",2015,"309,592.00"
"Borden, TX",2015,"233,741.00"
"Bosque, TX",2015,"634,445.00"
"Bowie, TX",2015,"3,824,204.00"
"Brazoria, TX",2015,"15,445,099.00"
"Brazos, TX",2015,"9,156,198.00"
"Brewster, TX",2015,"372,834.00"
"Briscoe, TX",2015,"63,630.00"
"Brooks, TX",2015,"328,553.00"
"Brown, TX",2015,"1,316,481.00"
"Burleson, TX",2015,"751,845.00"
"Burnet, TX",2015,"1,358,757.00"
"Caldwell, TX",2015,"814,268.00"
"Calhoun, TX",2015,"2,151,682.00"
"Callahan, TX",2015,"255,663.00"
"Cameron, TX",2015,"10,245,508.00"
"Camp, TX",2015,"430,996.00"
"Carson, TX",2015,"757,133.00"
"Cass, TX",2015,"778,669.00"
"Castro, TX",2015,"726,843.00"
"Chambers, TX",2015,"2,216,710.00"
"Cherokee, TX",2015,"1,429,909.00"
"Childress, TX",2015,"203,194.00"
"Clay, TX",2015,"214,182.00"
"Cochran, TX",2015,"230,404.00"
"Coke, TX",2015,"124,822.00"
"Coleman, TX",2015,"212,978.00"
"Collin, TX",2015,"53,055,388.00"
"Collingsworth, TX",2015,"89,301.00"
"Colorado, TX",2015,"813,156.00"
"Comal, TX",2015,"5,212,275.00"
"Comanche, TX",2015,"379,514.00"
"Concho, TX",2015,"101,842.00"
"Cooke, TX",2015,"2,630,699.00"
"Coryell, TX",2015,"1,438,396.00"
"Cottle, TX",2015,"69,683.00"
"Crane, TX",2015,"719,098.00"
"Crockett, TX",2015,"845,184.00"
"Crosby, TX",2015,"200,289.00"
"Culberson, TX",2015,"438,483.00"
"Dallam, TX",2015,"706,189.00"
"Dallas, TX",2015,"230,159,205.00"
"Dawson, TX",2015,"556,612.00"
"Deaf Smith, TX",2015,"1,558,542.00"
"Delta, TX",2015,"99,835.00"
"Denton, TX",2015,"25,808,268.00"
"DeWitt, TX",2015,"4,698,493.00"
"Dickens, TX",2015,"105,687.00"
"Dimmit, TX",2015,"2,968,192.00"
"Donley, TX",2015,"134,471.00"
"Duval, TX",2015,"382,642.00"
"Eastland, TX",2015,"910,026.00"
"Ector, TX",2015,"11,030,362.00"
"Edwards, TX",2015,"79,728.00"
"Ellis, TX",2015,"5,080,933.00"
"El Paso, TX",2015,"29,026,184.00"
"Erath, TX",2015,"1,447,574.00"
"Falls, TX",2015,"373,923.00"
"Fannin, TX",2015,"674,796.00"
"Fayette, TX",2015,"1,541,239.00"
"Fisher, TX",2015,"192,985.00"
"Floyd, TX",2015,"253,523.00"
"Foard, TX",2015,"40,965.00"
"Fort Bend, TX",2015,"29,152,270.00"
"Franklin, TX",2015,"363,057.00"
"Freestone, TX",2015,"1,566,172.00"
"Frio, TX",2015,"1,506,236.00"
"Gaines, TX",2015,"1,763,971.00"
"Galveston, TX",2015,"13,142,466.00"
"Garza, TX",2015,"262,833.00"
"Gillespie, TX",2015,"876,388.00"
"Glasscock, TX",2015,"1,470,890.00"
"Goliad, TX",2015,"317,054.00"
"Gonzales, TX",2015,"2,693,587.00"
"Gray, TX",2015,"1,193,876.00"
"Grayson, TX",2015,"4,490,699.00"
"Gregg, TX",2015,"8,040,010.00"
"Grimes, TX",2015,"1,205,166.00"
"Guadalupe, TX",2015,"8,685,111.00"
"Hale, TX",2015,"1,338,550.00"
"Hall, TX",2015,"84,978.00"
"Hamilton, TX",2015,"217,174.00"
"Hansford, TX",2015,"780,961.00"
"Hardeman, TX",2015,"166,716.00"
"Hardin, TX",2015,"1,239,849.00"
"Harris, TX",2015,"360,491,167.00"
"Harrison, TX",2015,"4,185,533.00"
"Hartley, TX",2015,"779,779.00"
"Haskell, TX",2015,"168,096.00"
"Hays, TX",2015,"5,836,343.00"
"Hemphill, TX",2015,"881,871.00"
"Henderson, TX",2015,"1,601,055.00"
"Hidalgo, TX",2015,"20,607,724.00"
"Hill, TX",2015,"871,591.00"
"Hockley, TX",2015,"1,534,291.00"
"Hood, TX",2015,"1,946,314.00"
"Hopkins, TX",2015,"1,326,600.00"
"Houston, TX",2015,"799,698.00"
"Howard, TX",2015,"2,240,296.00"
"Hudspeth, TX",2015,"148,341.00"
"Hunt, TX",2015,"3,300,465.00"
"Hutchinson, TX",2015,"3,926,025.00"
"Irion, TX",2015,"1,026,009.00"
"Jack, TX",2015,"580,258.00"
"Jackson, TX",2015,"580,818.00"
"Jasper, TX",2015,"1,007,543.00"
"Jeff Davis, TX",2015,"76,055.00"
"Jefferson, TX",2015,"21,847,805.00"
"Jim Hogg, TX",2015,"197,174.00"
"Jim Wells, TX",2015,"2,021,408.00"
"Johnson, TX",2015,"5,336,177.00"
"Jones, TX",2015,"504,578.00"
"Karnes, TX",2015,"5,232,215.00"
"Kaufman, TX",2015,"3,902,723.00"
"Kendall, TX",2015,"1,653,651.00"
"Kenedy, TX",2015,"247,755.00"
"Kent, TX",2015,"205,263.00"
"Kerr, TX",2015,"1,748,953.00"
"Kimble, TX",2015,"165,405.00"
"King, TX",2015,"99,170.00"
"Kinney, TX",2015,"120,628.00"
"Kleberg, TX",2015,"1,198,705.00"
"Knox, TX",2015,"169,724.00"
"Lamar, TX",2015,"2,141,053.00"
"Lamb, TX",2015,"894,800.00"
"Lampasas, TX",2015,"447,650.00"
"La Salle, TX",2015,"3,993,233.00"
"Lavaca, TX",2015,"1,105,825.00"
"Lee, TX",2015,"874,315.00"
"Leon, TX",2015,"971,515.00"
"Liberty, TX",2015,"1,771,874.00"
"Limestone, TX",2015,"1,339,590.00"
"Lipscomb, TX",2015,"472,855.00"
"Live Oak, TX",2015,"1,368,668.00"
"Llano, TX",2015,"673,476.00"
"Loving, TX",2015,"1,045,593.00"
"Lubbock, TX",2015,"12,503,328.00"
"Lynn, TX",2015,"155,981.00"
"McCulloch, TX",2015,"352,993.00"
"McLennan, TX",2015,"11,587,462.00"
"McMullen, TX",2015,"2,061,561.00"
"Madison, TX",2015,"698,714.00"
"Marion, TX",2015,"252,650.00"
"Martin, TX",2015,"2,105,515.00"
"Mason, TX",2015,"123,952.00"
"Matagorda, TX",2015,"2,123,429.00"
"Maverick, TX",2015,"1,442,005.00"
"Medina, TX",2015,"880,663.00"
"Menard, TX",2015,"70,834.00"
"Midland, TX",2015,"15,601,281.00"
"Milam, TX",2015,"1,002,503.00"
"Mills, TX",2015,"155,691.00"
"Mitchell, TX",2015,"372,581.00"
"Montague, TX",2015,"865,492.00"
"Montgomery, TX",2015,"21,111,732.00"
"Moore, TX",2015,"1,522,613.00"
"Morris, TX",2015,"695,787.00"
"Motley, TX",2015,"41,374.00"
"Nacogdoches, TX",2015,"2,326,481.00"
"Navarro, TX",2015,"1,517,930.00"
"Newton, TX",2015,"491,396.00"
"Nolan, TX",2015,"910,906.00"
"Nueces, TX",2015,"18,961,579.00"
"Ochiltree, TX",2015,"1,319,316.00"
"Oldham, TX",2015,"298,510.00"
"Orange, TX",2015,"3,421,435.00"
"Palo Pinto, TX",2015,"946,043.00"
"Panola, TX",2015,"1,967,242.00"
"Parker, TX",2015,"3,794,247.00"
"Parmer, TX",2015,"1,469,007.00"
"Pecos, TX",2015,"1,347,952.00"
"Polk, TX",2015,"1,083,745.00"
"Potter, TX",2015,"8,072,473.00"
"Presidio, TX",2015,"227,400.00"
"Rains, TX",2015,"180,203.00"
"Randall, TX",2015,"3,601,232.00"
"Reagan, TX",2015,"1,725,330.00"
"Real, TX",2015,"78,464.00"
"Red River, TX",2015,"249,461.00"
"Reeves, TX",2015,"2,227,015.00"
"Refugio, TX",2015,"405,416.00"
"Roberts, TX",2015,"715,522.00"
"Robertson, TX",2015,"1,729,197.00"
"Rockwall, TX",2015,"2,712,279.00"
"Runnels, TX",2015,"320,765.00"
"Rusk, TX",2015,"2,455,666.00"
"Sabine, TX",2015,"244,727.00"
"San Augustine, TX",2015,"416,668.00"
"San Jacinto, TX",2015,"328,433.00"
"San Patricio, TX",2015,"2,464,152.00"
"San Saba, TX",2015,"142,619.00"
"Schleicher, TX",2015,"183,878.00"
"Scurry, TX",2015,"1,710,474.00"
"Shackelford, TX",2015,"273,662.00"
"Shelby, TX",2015,"1,233,616.00"
"Sherman, TX",2015,"437,595.00"
"Smith, TX",2015,"10,063,006.00"
"Somervell, TX",2015,"1,271,530.00"
"Starr, TX",2015,"1,265,106.00"
"Stephens, TX",2015,"421,106.00"
"Sterling, TX",2015,"244,580.00"
"Stonewall, TX",2015,"163,200.00"
"Sutton, TX",2015,"473,848.00"
"Swisher, TX",2015,"451,573.00"
"Tarrant, TX",2015,"105,659,347.00"
"Taylor, TX",2015,"6,075,944.00"
"Terrell, TX",2015,"124,660.00"
"Terry, TX",2015,"565,092.00"
"Throckmorton, TX",2015,"109,981.00"
"Titus, TX",2015,"1,910,667.00"
"Tom Green, TX",2015,"5,238,600.00"
"Travis, TX",2015,"92,916,318.00"
"Trinity, TX",2015,"240,731.00"
"Tyler, TX",2015,"425,201.00"
"Upshur, TX",2015,"811,878.00"
"Upton, TX",2015,"2,240,443.00"
"Uvalde, TX",2015,"857,179.00"
"Val Verde, TX",2015,"1,683,213.00"
"Van Zandt, TX",2015,"1,031,699.00"
"Victoria, TX",2015,"4,995,891.00"
"Walker, TX",2015,"2,020,265.00"
"Waller, TX",2015,"1,847,817.00"
"Ward, TX",2015,"1,714,302.00"
"Washington, TX",2015,"2,059,634.00"
"Webb, TX",2015,"10,378,292.00"
"Wharton, TX",2015,"1,620,017.00"
"Wheeler, TX",2015,"827,735.00"
"Wichita, TX",2015,"5,440,387.00"
"Wilbarger, TX",2015,"691,416.00"
"Willacy, TX",2015,"650,090.00"
"Williamson, TX",2015,"20,641,845.00"
"Wilson, TX",2015,"880,087.00"
"Winkler, TX",2015,"588,850.00"
"Wise, TX",2015,"3,627,259.00"
"Wood, TX",2015,"1,294,157.00"
"Yoakum, TX",2015,"1,460,243.00"
"Young, TX",2015,"787,289.00"
"Zapata, TX",2015,"701,111.00"
"Zavala, TX",2015,"643,829.00"
"Beaver, UT",2015,"307,801.00"
"Box Elder, UT",2015,"2,064,565.00"
"Cache, UT",2015,"4,459,332.00"
"Carbon, UT",2015,"981,943.00"
"Daggett, UT",2015,"97,557.00"
"Davis, UT",2015,"12,341,822.00"
"Duchesne, UT",2015,"1,088,088.00"
"Emery, UT",2015,"897,018.00"
"Garfield, UT",2015,"208,514.00"
"Grand, UT",2015,"457,933.00"
"Iron, UT",2015,"1,368,755.00"
"Juab, UT",2015,"457,493.00"
"Kane, UT",2015,"275,259.00"
"Millard, UT",2015,"896,193.00"
"Morgan, UT",2015,"237,233.00"
"Piute, UT",2015,"38,769.00"
"Rich, UT",2015,"124,559.00"
"Salt Lake, UT",2015,"78,424,725.00"
"San Juan, UT",2015,"427,767.00"
"Sanpete, UT",2015,"752,609.00"
"Sevier, UT",2015,"816,464.00"
"Summit, UT",2015,"2,734,769.00"
"Tooele, UT",2015,"1,734,565.00"
"Uintah, UT",2015,"2,002,444.00"
"Utah, UT",2015,"21,287,063.00"
"Wasatch, UT",2015,"696,256.00"
"Washington, UT",2015,"4,588,708.00"
"Wayne, UT",2015,"92,842.00"
"Weber, UT",2015,"9,510,600.00"
"Addison, VT",2015,"1,435,696.00"
"Bennington, VT",2015,"1,572,251.00"
"Caledonia, VT",2015,"1,071,797.00"
"Chittenden, VT",2015,"10,612,302.00"
"Essex, VT",2015,"143,947.00"
"Franklin, VT",2015,"1,815,004.00"
"Grand Isle, VT",2015,"161,554.00"
"Lamoille, VT",2015,"1,133,705.00"
"Orange, VT",2015,"779,826.00"
"Orleans, VT",2015,"994,944.00"
"Rutland, VT",2015,"2,606,275.00"
"Washington, VT",2015,"3,536,224.00"
"Windham, VT",2015,"2,422,802.00"
"Windsor, VT",2015,"2,443,313.00"
"Accomack, VA",2015,"2,848,418.00"
"Amelia, VA",2015,"351,556.00"
"Amherst, VA",2015,"877,202.00"
"Appomattox, VA",2015,"294,734.00"
"Arlington, VA",2015,"31,123,845.00"
"Bath, VA",2015,"243,786.00"
"Bedford, VA*",2015,"1,992,990.00"
"Bland, VA",2015,"239,124.00"
"Botetourt, VA",2015,"1,327,078.00"
"Brunswick, VA",2015,"358,946.00"
"Buchanan, VA",2015,"949,559.00"
"Buckingham, VA",2015,"568,341.00"
"Caroline, VA",2015,"609,840.00"
"Charles City, VA",2015,"190,016.00"
"Charlotte, VA",2015,"292,849.00"
"Chesterfield, VA",2015,"15,601,122.00"
"Clarke, VA",2015,"475,420.00"
"Craig, VA",2015,"99,507.00"
"Culpeper, VA",2015,"1,669,395.00"
"Cumberland, VA",2015,"185,196.00"
"Dickenson, VA",2015,"471,215.00"
"Essex, VA",2015,"370,121.00"
"Fauquier, VA",2015,"2,695,203.00"
"Floyd, VA",2015,"413,732.00"
"Fluvanna, VA",2015,"805,165.00"
"Franklin, VA",2015,"1,402,649.00"
"Giles, VA",2015,"508,238.00"
"Gloucester, VA",2015,"855,921.00"
"Goochland, VA",2015,"2,029,601.00"
"Grayson, VA",2015,"301,947.00"
"Greene, VA",2015,"451,843.00"
"Halifax, VA",2015,"1,514,570.00"
"Hanover, VA",2015,"5,363,232.00"
"Henrico, VA",2015,"25,671,686.00"
"Highland, VA",2015,"106,730.00"
"Isle of Wight, VA",2015,"1,629,433.00"
"King and Queen, VA",2015,"138,229.00"
"King George, VA",2015,"1,689,947.00"
"King William, VA",2015,"453,105.00"
"Lancaster, VA",2015,"424,532.00"
"Lee, VA",2015,"471,732.00"
"Loudoun, VA",2015,"22,120,539.00"
"Louisa, VA",2015,"2,326,202.00"
"Lunenburg, VA",2015,"263,499.00"
"Madison, VA",2015,"411,187.00"
"Mathews, VA",2015,"188,884.00"
"Mecklenburg, VA",2015,"1,185,463.00"
"Middlesex, VA",2015,"337,337.00"
"Nelson, VA",2015,"572,399.00"
"New Kent, VA",2015,"415,252.00"
"Northampton, VA",2015,"507,062.00"
"Northumberland, VA",2015,"468,645.00"
"Nottoway, VA",2015,"515,282.00"
"Orange, VA",2015,"943,041.00"
"Page, VA",2015,"625,775.00"
"Patrick, VA",2015,"465,676.00"
"Powhatan, VA",2015,"702,635.00"
"Prince Edward, VA",2015,"725,922.00"
"Pulaski, VA",2015,"1,286,101.00"
"Rappahannock, VA",2015,"280,379.00"
"Richmond, VA",2015,"271,631.00"
"Russell, VA",2015,"737,077.00"
"Scott, VA",2015,"477,561.00"
"Shenandoah, VA",2015,"1,935,016.00"
"Smyth, VA",2015,"1,189,646.00"
"Stafford, VA",2015,"4,717,326.00"
"Surry, VA",2015,"1,132,811.00"
"Sussex, VA",2015,"355,713.00"
"Tazewell, VA",2015,"1,641,785.00"
"Warren, VA",2015,"1,733,935.00"
"Westmoreland, VA",2015,"374,127.00"
"Wythe, VA",2015,"1,777,745.00"
"Alexandria (Independent City), VA",2015,"15,045,151.00"
"Chesapeake (Independent City), VA",2015,"9,690,066.00"
"Hampton (Independent City), VA",2015,"6,799,752.00"
"Newport News (Independent City), VA",2015,"12,229,745.00"
"Norfolk (Independent City), VA",2015,"21,996,150.00"
"Portsmouth (Independent City), VA",2015,"5,966,104.00"
"Richmond (Independent City), VA",2015,"20,122,581.00"
"Roanoke (Independent City), VA",2015,"6,994,818.00"
"Suffolk (Independent City), VA",2015,"4,504,416.00"
"Virginia Beach (Independent City), VA",2015,"21,056,664.00"
"Albemarle + Charlottesville, VA*",2015,"10,218,829.00"
"Alleghany + Covington, VA*",2015,"996,103.00"
"Augusta, Staunton + Waynesboro, VA*",2015,"5,051,330.00"
"Campbell + Lynchburg, VA*",2015,"6,739,811.00"
"Carroll + Galax, VA*",2015,"1,008,128.00"
"Dinwiddie, Colonial Heights + Petersburg, VA*",2015,"2,802,971.00"
"Fairfax, Fairfax City + Falls Church, VA*",2015,"103,237,554.00"
"Frederick + Winchester, VA*",2015,"5,690,043.00"
"Greensville + Emporia, VA*",2015,"844,391.00"
"Henry + Martinsville, VA*",2015,"2,248,475.00"
"James City + Williamsburg, VA*",2015,"4,238,819.00"
"Montgomery + Radford, VA*",2015,"5,438,514.00"
"Pittsylvania + Danville, VA*",2015,"3,616,799.00"
"Prince George + Hopewell, VA*",2015,"3,945,752.00"
"Prince William, Manassas + Manassas Park, VA*",2015,"18,075,291.00"
"Roanoke + Salem, VA*",2015,"6,409,946.00"
"Rockbridge, Buena Vista + Lexington, VA*",2015,"1,186,505.00"
"Rockingham + Harrisonburg, VA*",2015,"6,273,464.00"
"Southampton + Franklin, VA*",2015,"752,599.00"
"Spotsylvania + Fredericksburg, VA*",2015,"5,309,303.00"
"Washington + Bristol, VA*",2015,"2,801,995.00"
"Wise + Norton, VA*",2015,"1,662,000.00"
"York + Poquoson, VA*",2015,"2,509,127.00"
"Adams, WA",2015,"907,086.00"
"Asotin, WA",2015,"647,950.00"
"Benton, WA",2015,"10,201,853.00"
"Chelan, WA",2015,"4,075,927.00"
"Clallam, WA",2015,"2,432,251.00"
"Clark, WA",2015,"17,026,575.00"
"Columbia, WA",2015,"414,973.00"
"Cowlitz, WA",2015,"4,607,393.00"
"Douglas, WA",2015,"1,820,403.00"
"Ferry, WA",2015,"212,113.00"
"Franklin, WA",2015,"3,426,793.00"
"Garfield, WA",2015,"149,471.00"
"Grant, WA",2015,"5,520,003.00"
"Grays Harbor, WA",2015,"2,552,369.00"
"Island, WA",2015,"2,729,589.00"
"Jefferson, WA",2015,"930,730.00"
"King, WA",2015,"245,573,019.00"
"Kitsap, WA",2015,"10,941,659.00"
"Kittitas, WA",2015,"1,547,271.00"
"Klickitat, WA",2015,"1,142,074.00"
"Lewis, WA",2015,"3,232,770.00"
"Lincoln, WA",2015,"486,955.00"
"Mason, WA",2015,"1,511,710.00"
"Okanogan, WA",2015,"1,405,342.00"
"Pacific, WA",2015,"708,619.00"
"Pend Oreille, WA",2015,"590,973.00"
"Pierce, WA",2015,"37,789,043.00"
"San Juan, WA",2015,"652,079.00"
"Skagit, WA",2015,"6,338,233.00"
"Skamania, WA",2015,"290,401.00"
"Snohomish, WA",2015,"39,000,008.00"
"Spokane, WA",2015,"22,560,526.00"
"Stevens, WA",2015,"1,117,854.00"
"Thurston, WA",2015,"11,603,160.00"
"Wahkiakum, WA",2015,"103,208.00"
"Walla Walla, WA",2015,"2,957,324.00"
"Whatcom, WA",2015,"11,634,876.00"
"Whitman, WA",2015,"2,310,871.00"
"Yakima, WA",2015,"9,175,864.00"
"Barbour, WV",2015,"349,503.00"
"Berkeley, WV",2015,"2,960,716.00"
"Boone, WV",2015,"778,015.00"
"Braxton, WV",2015,"314,451.00"
"Brooke, WV",2015,"804,449.00"
"Cabell, WV",2015,"4,567,721.00"
"Calhoun, WV",2015,"120,136.00"
"Clay, WV",2015,"128,308.00"
"Doddridge, WV",2015,"652,129.00"
"Fayette, WV",2015,"1,014,124.00"
"Gilmer, WV",2015,"208,196.00"
"Grant, WV",2015,"526,521.00"
"Greenbrier, WV",2015,"1,111,857.00"
"Hampshire, WV",2015,"361,199.00"
"Hancock, WV",2015,"1,170,754.00"
"Hardy, WV",2015,"400,558.00"
"Harrison, WV",2015,"3,979,026.00"
"Jackson, WV",2015,"746,535.00"
"Jefferson, WV",2015,"1,467,275.00"
"Kanawha, WV",2015,"10,536,107.00"
"Lewis, WV",2015,"672,629.00"
"Lincoln, WV",2015,"256,484.00"
"Logan, WV",2015,"1,152,615.00"
"McDowell, WV",2015,"515,199.00"
"Marion, WV",2015,"2,181,029.00"
"Marshall, WV",2015,"2,173,001.00"
"Mason, WV",2015,"906,100.00"
"Mercer, WV",2015,"1,704,134.00"
"Mineral, WV",2015,"764,755.00"
"Mingo, WV",2015,"648,333.00"
"Monongalia, WV",2015,"6,488,959.00"
"Monroe, WV",2015,"212,633.00"
"Morgan, WV",2015,"253,437.00"
"Nicholas, WV",2015,"638,713.00"
"Ohio, WV",2015,"2,671,821.00"
