County Name,Year,Populations
"Clare, MI",2015,"30,613"
"Clinton, MI",2015,"77,014"
"Crawford, MI",2015,"13,853"
"Delta, MI",2015,"36,417"
"Dickinson, MI",2015,"25,655"
"Eaton, MI",2015,"108,657"
"Emmet, MI",2015,"32,919"
"Genesee, MI",2015,"410,470"
"Gladwin, MI",2015,"25,222"
"Gogebic, MI",2015,"15,537"
"Grand Traverse, MI",2015,"91,546"
"Gratiot, MI",2015,"41,319"
"Hillsdale, MI",2015,"45,872"
"Houghton, MI",2015,"36,283"
"Huron, MI",2015,"31,759"
"Ingham, MI",2015,"287,168"
"Ionia, MI",2015,"64,046"
"Iosco, MI",2015,"25,333"
"Iron, MI",2015,"11,316"
"Isabella, MI",2015,"70,782"
"Jackson, MI",2015,"159,292"
"Kalamazoo, MI",2015,"259,716"
"Kalkaska, MI",2015,"17,252"
"Kent, MI",2015,"637,304"
"Keweenaw, MI",2015,"2,123"
"Lake, MI",2015,"11,695"
"Lapeer, MI",2015,"88,387"
"Leelanau, MI",2015,"21,637"
"Lenawee, MI",2015,"98,385"
"Livingston, MI",2015,"187,186"
"Luce, MI",2015,"6,429"
"Mackinac, MI",2015,"10,822"
"Macomb, MI",2015,"865,086"
"Manistee, MI",2015,"24,447"
"Marquette, MI",2015,"67,319"
"Mason, MI",2015,"28,741"
"Mecosta, MI",2015,"43,026"
"Menominee, MI",2015,"23,466"
"Midland, MI",2015,"83,626"
"Missaukee, MI",2015,"14,885"
"Monroe, MI",2015,"149,386"
"Montcalm, MI",2015,"62,764"
"Montmorency, MI",2015,"9,288"
"Muskegon, MI",2015,"172,462"
"Newaygo, MI",2015,"47,888"
"Oakland, MI",2015,"1,244,711"
"Oceana, MI",2015,"26,328"
"Ogemaw, MI",2015,"20,895"
"Ontonagon, MI",2015,"6,038"
"Osceola, MI",2015,"23,177"
"Oscoda, MI",2015,"8,277"
"Otsego, MI",2015,"24,211"
"Ottawa, MI",2015,"280,958"
"Presque Isle, MI",2015,"12,794"
"Roscommon, MI",2015,"23,914"
"Saginaw, MI",2015,"193,314"
"St. Clair, MI",2015,"159,749"
"St. Joseph, MI",2015,"60,805"
"Sanilac, MI",2015,"41,446"
"Schoolcraft, MI",2015,"8,123"
"Shiawassee, MI",2015,"68,485"
"Tuscola, MI",2015,"53,731"
"Van Buren, MI",2015,"75,064"
"Washtenaw, MI",2015,"363,109"
"Wayne, MI",2015,"1,764,726"
"Wexford, MI",2015,"32,893"
"Aitkin, MN",2015,"15,855"
"Anoka, MN",2015,"344,246"
"Becker, MN",2015,"33,442"
"Beltrami, MN",2015,"45,604"
"Benton, MN",2015,"39,412"
"Big Stone, MN",2015,"4,992"
"Blue Earth, MN",2015,"65,658"
"Brown, MN",2015,"25,237"
"Carlton, MN",2015,"35,407"
"Carver, MN",2015,"98,635"
"Cass, MN",2015,"28,687"
"Chippewa, MN",2015,"12,077"
"Chisago, MN",2015,"54,113"
"Clay, MN",2015,"62,146"
"Clearwater, MN",2015,"8,796"
"Cook, MN",2015,"5,228"
"Cottonwood, MN",2015,"11,426"
"Crow Wing, MN",2015,"63,231"
"Dakota, MN",2015,"414,240"
"Dodge, MN",2015,"20,417"
"Douglas, MN",2015,"36,782"
"Faribault, MN",2015,"13,981"
"Fillmore, MN",2015,"20,727"
"Freeborn, MN",2015,"30,496"
"Goodhue, MN",2015,"46,073"
"Grant, MN",2015,"5,870"
"Hennepin, MN",2015,"1,222,578"
"Houston, MN",2015,"18,681"
"Hubbard, MN",2015,"20,645"
"Isanti, MN",2015,"38,277"
"Itasca, MN",2015,"45,261"
"Jackson, MN",2015,"10,095"
"Kanabec, MN",2015,"15,884"
"Kandiyohi, MN",2015,"42,590"
"Kittson, MN",2015,"4,405"
"Koochiching, MN",2015,"12,798"
"Lac qui Parle, MN",2015,"6,872"
"Lake, MN",2015,"10,547"
"Lake of the Woods, MN",2015,"3,872"
"Le Sueur, MN",2015,"27,736"
"Lincoln, MN",2015,"5,711"
"Lyon, MN",2015,"25,837"
"McLeod, MN",2015,"35,824"
"Mahnomen, MN",2015,"5,437"
"Marshall, MN",2015,"9,410"
"Martin, MN",2015,"20,034"
"Meeker, MN",2015,"23,036"
"Mille Lacs, MN",2015,"25,484"
"Morrison, MN",2015,"32,763"
"Mower, MN",2015,"39,420"
"Murray, MN",2015,"8,394"
"Nicollet, MN",2015,"33,532"
"Nobles, MN",2015,"21,795"
"Norman, MN",2015,"6,621"
"Olmsted, MN",2015,"151,335"
"Otter Tail, MN",2015,"57,544"
"Pennington, MN",2015,"14,234"
"Pine, MN",2015,"29,042"
"Pipestone, MN",2015,"9,267"
"Polk, MN",2015,"31,510"
"Pope, MN",2015,"10,930"
"Ramsey, MN",2015,"536,879"
"Red Lake, MN",2015,"4,032"
"Redwood, MN",2015,"15,422"
"Renville, MN",2015,"14,792"
"Rice, MN",2015,"65,307"
"Rock, MN",2015,"9,437"
"Roseau, MN",2015,"15,619"
"St. Louis, MN",2015,"200,276"
"Scott, MN",2015,"141,361"
"Sherburne, MN",2015,"91,416"
"Sibley, MN",2015,"14,887"
"Stearns, MN",2015,"155,890"
"Steele, MN",2015,"36,610"
"Stevens, MN",2015,"9,864"
"Swift, MN",2015,"9,379"
"Todd, MN",2015,"24,340"
"Traverse, MN",2015,"3,369"
"Wabasha, MN",2015,"21,380"
"Wadena, MN",2015,"13,668"
"Waseca, MN",2015,"18,923"
"Washington, MN",2015,"250,494"
"Watonwan, MN",2015,"11,002"
"Wilkin, MN",2015,"6,355"
"Winona, MN",2015,"50,808"
"Wright, MN",2015,"130,978"
"Yellow Medicine, MN",2015,"9,836"
"Adams, MS",2015,"31,570"
"Alcorn, MS",2015,"37,273"
"Amite, MS",2015,"12,546"
"Attala, MS",2015,"18,673"
"Benton, MS",2015,"8,157"
"Bolivar, MS",2015,"33,279"
"Calhoun, MS",2015,"14,639"
"Carroll, MS",2015,"10,201"
"Chickasaw, MS",2015,"17,401"
"Choctaw, MS",2015,"8,370"
"Claiborne, MS",2015,"9,214"
"Clarke, MS",2015,"16,029"
"Clay, MS",2015,"20,004"
"Coahoma, MS",2015,"24,509"
"Copiah, MS",2015,"28,869"
"Covington, MS",2015,"19,238"
"DeSoto, MS",2015,"173,265"
"Forrest, MS",2015,"75,705"
"Franklin, MS",2015,"7,732"
"George, MS",2015,"23,373"
"Greene, MS",2015,"13,545"
"Grenada, MS",2015,"21,452"
"Hancock, MS",2015,"46,292"
"Harrison, MS",2015,"200,671"
"Hinds, MS",2015,"244,241"
"Holmes, MS",2015,"18,371"
"Humphreys, MS",2015,"8,705"
"Issaquena, MS",2015,"1,337"
"Itawamba, MS",2015,"23,548"
"Jackson, MS",2015,"141,381"
"Jasper, MS",2015,"16,548"
"Jefferson, MS",2015,"7,501"
"Jefferson Davis, MS",2015,"11,643"
"Jones, MS",2015,"68,630"
"Kemper, MS",2015,"10,116"
"Lafayette, MS",2015,"52,743"
"Lamar, MS",2015,"60,881"
"Lauderdale, MS",2015,"78,336"
"Lawrence, MS",2015,"12,672"
"Leake, MS",2015,"22,779"
"Lee, MS",2015,"84,743"
"Leflore, MS",2015,"30,261"
"Lincoln, MS",2015,"34,524"
"Lowndes, MS",2015,"59,695"
"Madison, MS",2015,"102,475"
"Marion, MS",2015,"25,411"
"Marshall, MS",2015,"35,892"
"Monroe, MS",2015,"35,827"
"Montgomery, MS",2015,"10,194"
"Neshoba, MS",2015,"29,463"
"Newton, MS",2015,"21,574"
"Noxubee, MS",2015,"10,935"
"Oktibbeha, MS",2015,"49,516"
"Panola, MS",2015,"34,199"
"Pearl River, MS",2015,"54,947"
"Perry, MS",2015,"12,069"
"Pike, MS",2015,"39,927"
"Pontotoc, MS",2015,"30,857"
"Prentiss, MS",2015,"25,441"
"Quitman, MS",2015,"7,514"
"Rankin, MS",2015,"149,429"
"Scott, MS",2015,"28,446"
"Sharkey, MS",2015,"4,567"
"Simpson, MS",2015,"27,166"
"Smith, MS",2015,"16,077"
"Stone, MS",2015,"18,269"
"Sunflower, MS",2015,"26,879"
"Tallahatchie, MS",2015,"14,599"
"Tate, MS",2015,"28,471"
"Tippah, MS",2015,"22,005"
"Tishomingo, MS",2015,"19,483"
"Tunica, MS",2015,"10,267"
"Union, MS",2015,"28,285"
"Walthall, MS",2015,"14,607"
"Warren, MS",2015,"47,507"
"Washington, MS",2015,"47,965"
"Wayne, MS",2015,"20,491"
"Webster, MS",2015,"9,863"
"Wilkinson, MS",2015,"9,090"
"Winston, MS",2015,"18,446"
"Yalobusha, MS",2015,"12,463"
"Yazoo, MS",2015,"27,415"
"Adair, MO",2015,"25,307"
"Andrew, MO",2015,"17,318"
"Atchison, MO",2015,"5,293"
"Audrain, MO",2015,"25,937"
"Barry, MO",2015,"35,310"
"Barton, MO",2015,"11,829"
"Bates, MO",2015,"16,367"
"Benton, MO",2015,"18,788"
"Bollinger, MO",2015,"12,320"
"Boone, MO",2015,"174,585"
"Buchanan, MO",2015,"89,157"
"Butler, MO",2015,"42,816"
"Caldwell, MO",2015,"9,009"
"Callaway, MO",2015,"44,686"
"Camden, MO",2015,"44,743"
"Cape Girardeau, MO",2015,"78,233"
"Carroll, MO",2015,"8,879"
"Carter, MO",2015,"6,276"
"Cass, MO",2015,"101,348"
"Cedar, MO",2015,"13,783"
"Chariton, MO",2015,"7,595"
"Christian, MO",2015,"83,065"
"Clark, MO",2015,"6,808"
"Clay, MO",2015,"235,197"
"Clinton, MO",2015,"20,568"
"Cole, MO",2015,"76,839"
"Cooper, MO",2015,"17,608"
"Crawford, MO",2015,"24,488"
"Dade, MO",2015,"7,577"
"Dallas, MO",2015,"16,339"
"Daviess, MO",2015,"8,285"
"DeKalb, MO",2015,"12,548"
"Dent, MO",2015,"15,620"
"Douglas, MO",2015,"13,356"
"Dunklin, MO",2015,"30,818"
"Franklin, MO",2015,"102,277"
"Gasconade, MO",2015,"14,747"
"Gentry, MO",2015,"6,656"
"Greene, MO",2015,"287,302"
"Grundy, MO",2015,"10,026"
"Harrison, MO",2015,"8,621"
"Henry, MO",2015,"21,704"
"Hickory, MO",2015,"9,266"
"Holt, MO",2015,"4,483"
"Howard, MO",2015,"10,139"
"Howell, MO",2015,"40,078"
"Iron, MO",2015,"10,214"
"Jackson, MO",2015,"686,698"
"Jasper, MO",2015,"118,539"
"Jefferson, MO",2015,"223,085"
"Johnson, MO",2015,"53,497"
"Knox, MO",2015,"3,907"
"Laclede, MO",2015,"35,442"
"Lafayette, MO",2015,"32,609"
"Lawrence, MO",2015,"37,971"
"Lewis, MO",2015,"10,141"
"Lincoln, MO",2015,"54,604"
"Linn, MO",2015,"12,280"
"Livingston, MO",2015,"14,935"
"McDonald, MO",2015,"22,708"
"Macon, MO",2015,"15,279"
"Madison, MO",2015,"12,182"
"Maries, MO",2015,"8,959"
"Marion, MO",2015,"28,700"
"Mercer, MO",2015,"3,660"
"Miller, MO",2015,"24,872"
"Mississippi, MO",2015,"13,947"
"Moniteau, MO",2015,"15,862"
"Monroe, MO",2015,"8,633"
"Montgomery, MO",2015,"11,581"
"Morgan, MO",2015,"20,060"
"New Madrid, MO",2015,"18,087"
"Newton, MO",2015,"58,160"
"Nodaway, MO",2015,"22,609"
"Oregon, MO",2015,"10,848"
"Osage, MO",2015,"13,515"
"Ozark, MO",2015,"9,350"
"Pemiscot, MO",2015,"17,421"
"Perry, MO",2015,"19,070"
"Pettis, MO",2015,"42,323"
"Phelps, MO",2015,"44,806"
"Pike, MO",2015,"18,402"
"Platte, MO",2015,"96,434"
"Polk, MO",2015,"31,264"
"Pulaski, MO",2015,"53,169"
"Putnam, MO",2015,"4,858"
"Ralls, MO",2015,"10,161"
"Randolph, MO",2015,"25,030"
"Ray, MO",2015,"22,772"
"Reynolds, MO",2015,"6,297"
"Ripley, MO",2015,"13,788"
"St. Charles, MO",2015,"385,039"
"St. Clair, MO",2015,"9,412"
"Ste. Genevieve, MO",2015,"17,817"
"St. Francois, MO",2015,"66,228"
"St. Louis, MO",2015,"1,001,213"
"Saline, MO",2015,"23,212"
"Schuyler, MO",2015,"4,502"
"Scotland, MO",2015,"4,820"
"Scott, MO",2015,"38,999"
"Shannon, MO",2015,"8,277"
"Shelby, MO",2015,"6,102"
"Stoddard, MO",2015,"29,733"
"Stone, MO",2015,"31,307"
"Sullivan, MO",2015,"6,363"
"Taney, MO",2015,"54,211"
"Texas, MO",2015,"25,652"
"Vernon, MO",2015,"20,758"
"Warren, MO",2015,"33,490"
"Washington, MO",2015,"24,786"
"Wayne, MO",2015,"13,420"
"Webster, MO",2015,"37,542"
"Worth, MO",2015,"2,042"
"Wright, MO",2015,"18,219"
"St. Louis (Independent City), MO",2015,"315,878"
"Beaverhead, MT",2015,"9,298"
"Big Horn, MT",2015,"13,309"
"Blaine, MT",2015,"6,674"
"Broadwater, MT",2015,"5,713"
"Carbon, MT",2015,"10,403"
"Carter, MT",2015,"1,147"
"Cascade, MT",2015,"81,887"
"Chouteau, MT",2015,"5,772"
"Custer, MT",2015,"12,075"
"Daniels, MT",2015,"1,751"
"Dawson, MT",2015,"9,572"
"Deer Lodge, MT",2015,"9,104"
"Fallon, MT",2015,"3,171"
"Fergus, MT",2015,"11,306"
"Flathead, MT",2015,"95,852"
"Gallatin, MT",2015,"100,866"
"Garfield, MT",2015,"1,284"
"Glacier, MT",2015,"13,646"
"Golden Valley, MT",2015,818
"Granite, MT",2015,"3,170"
"Hill, MT",2015,"16,439"
"Jefferson, MT",2015,"11,574"
"Judith Basin, MT",2015,"1,931"
"Lake, MT",2015,"29,453"
"Lewis and Clark, MT",2015,"66,228"
"Liberty, MT",2015,"2,392"
"Lincoln, MT",2015,"19,053"
"McCone, MT",2015,"1,699"
"Madison, MT",2015,"8,034"
"Meagher, MT",2015,"1,822"
"Mineral, MT",2015,"4,187"
"Missoula, MT",2015,"114,114"
"Musselshell, MT",2015,"4,630"
"Park, MT",2015,"16,006"
"Petroleum, MT",2015,474
"Phillips, MT",2015,"4,146"
"Pondera, MT",2015,"6,097"
"Powder River, MT",2015,"1,768"
"Powell, MT",2015,"6,800"
"Prairie, MT",2015,"1,142"
"Ravalli, MT",2015,"41,143"
"Richland, MT",2015,"11,904"
"Roosevelt, MT",2015,"11,415"
"Rosebud, MT",2015,"9,353"
"Sanders, MT",2015,"11,294"
"Sheridan, MT",2015,"3,671"
"Silver Bow, MT",2015,"34,691"
"Stillwater, MT",2015,"9,436"
"Sweet Grass, MT",2015,"3,620"
"Teton, MT",2015,"6,068"
"Toole, MT",2015,"5,079"
"Treasure, MT",2015,684
"Valley, MT",2015,"7,623"
"Wheatland, MT",2015,"2,110"
"Wibaux, MT",2015,"1,071"
"Yellowstone, MT",2015,"156,534"
"Adams, NE",2015,"31,569"
"Antelope, NE",2015,"6,413"
"Arthur, NE",2015,451
"Banner, NE",2015,713
"Blaine, NE",2015,477
"Boone, NE",2015,"5,311"
"Box Butte, NE",2015,"11,327"
"Boyd, NE",2015,"2,000"
"Brown, NE",2015,"2,982"
"Buffalo, NE",2015,"48,615"
"Burt, NE",2015,"6,535"
"Butler, NE",2015,"8,056"
"Cass, NE",2015,"25,413"
"Cedar, NE",2015,"8,515"
"Chase, NE",2015,"3,961"
"Cherry, NE",2015,"5,818"
"Cheyenne, NE",2015,"10,136"
"Clay, NE",2015,"6,292"
"Colfax, NE",2015,"10,734"
"Cuming, NE",2015,"9,077"
"Custer, NE",2015,"10,830"
"Dakota, NE",2015,"20,566"
"Dawes, NE",2015,"8,954"
"Dawson, NE",2015,"23,903"
"Deuel, NE",2015,"1,910"
"Dixon, NE",2015,"5,765"
"Dodge, NE",2015,"36,560"
"Douglas, NE",2015,"549,052"
"Dundy, NE",2015,"1,773"
"Fillmore, NE",2015,"5,554"
"Franklin, NE",2015,"2,977"
"Frontier, NE",2015,"2,632"
"Furnas, NE",2015,"4,830"
"Gage, NE",2015,"21,706"
"Garden, NE",2015,"1,916"
"Garfield, NE",2015,"2,014"
"Gosper, NE",2015,"2,025"
"Grant, NE",2015,646
"Greeley, NE",2015,"2,435"
"Hall, NE",2015,"61,149"
"Hamilton, NE",2015,"9,140"
"Harlan, NE",2015,"3,442"
"Hayes, NE",2015,915
"Hitchcock, NE",2015,"2,883"
"Holt, NE",2015,"10,268"
"Hooker, NE",2015,714
"Howard, NE",2015,"6,382"
"Jefferson, NE",2015,"7,213"
"Johnson, NE",2015,"5,240"
"Kearney, NE",2015,"6,556"
"Keith, NE",2015,"8,132"
"Keya Paha, NE",2015,797
"Kimball, NE",2015,"3,716"
"Knox, NE",2015,"8,468"
"Lancaster, NE",2015,"306,136"
"Lincoln, NE",2015,"35,512"
"Logan, NE",2015,790
"Loup, NE",2015,606
"McPherson, NE",2015,489
"Madison, NE",2015,"35,021"
"Merrick, NE",2015,"7,801"
"Morrill, NE",2015,"4,925"
"Nance, NE",2015,"3,573"
"Nemaha, NE",2015,"7,002"
"Nuckolls, NE",2015,"4,316"
"Otoe, NE",2015,"15,840"
"Pawnee, NE",2015,"2,690"
"Perkins, NE",2015,"2,937"
"Phelps, NE",2015,"9,214"
"Pierce, NE",2015,"7,189"
"Platte, NE",2015,"32,890"
"Polk, NE",2015,"5,179"
"Red Willow, NE",2015,"10,886"
"Richardson, NE",2015,"8,022"
"Rock, NE",2015,"1,417"
"Saline, NE",2015,"14,204"
"Sarpy, NE",2015,"175,245"
"Saunders, NE",2015,"20,946"
"Scotts Bluff, NE",2015,"36,230"
"Seward, NE",2015,"16,995"
"Sheridan, NE",2015,"5,216"
"Sherman, NE",2015,"3,036"
"Sioux, NE",2015,"1,276"
"Stanton, NE",2015,"5,942"
"Thayer, NE",2015,"5,127"
"Thomas, NE",2015,695
"Thurston, NE",2015,"7,072"
"Valley, NE",2015,"4,168"
"Washington, NE",2015,"19,922"
"Wayne, NE",2015,"9,373"
"Webster, NE",2015,"3,592"
"Wheeler, NE",2015,779
"York, NE",2015,"13,796"
"Churchill, NV",2015,"23,934"
"Clark, NV",2015,"2,098,105"
"Douglas, NV",2015,"47,424"
"Elko, NV",2015,"51,747"
"Esmeralda, NV",2015,830
"Eureka, NV",2015,"2,029"
"Humboldt, NV",2015,"17,023"
"Lander, NV",2015,"5,884"
"Lincoln, NV",2015,"5,137"
"Lyon, NV",2015,"51,986"
"Mineral, NV",2015,"4,422"
"Nye, NV",2015,"42,988"
"Pershing, NV",2015,"6,624"
"Storey, NV",2015,"3,878"
"Washoe, NV",2015,"442,728"
"White Pine, NV",2015,"9,858"
"Carson City (Independent City), NV",2015,"54,069"
"Belknap, NH",2015,"60,347"
"Carroll, NH",2015,"47,392"
"Cheshire, NH",2015,"76,261"
"Coos, NH",2015,"32,332"
"Grafton, NH",2015,"89,415"
"Hillsborough, NH",2015,"408,811"
"Merrimack, NH",2015,"148,670"
"Rockingham, NH",2015,"302,930"
"Strafford, NH",2015,"126,978"
"Sullivan, NH",2015,"43,158"
"Atlantic, NJ",2015,"270,471"
"Bergen, NJ",2015,"926,997"
"Burlington, NJ",2015,"446,923"
"Camden, NJ",2015,"507,784"
"Cape May, NJ",2015,"94,180"
"Cumberland, NJ",2015,"154,838"
"Essex, NJ",2015,"790,508"
"Gloucester, NJ",2015,"290,823"
"Hudson, NJ",2015,"664,744"
"Hunterdon, NJ",2015,"125,396"
"Mercer, NJ",2015,"368,352"
"Middlesex, NJ",2015,"825,867"
"Monmouth, NJ",2015,"624,320"
"Morris, NJ",2015,"494,432"
"Ocean, NJ",2015,"587,137"
"Passaic, NJ",2015,"504,588"
"Salem, NJ",2015,"63,720"
"Somerset, NJ",2015,"329,678"
"Sussex, NJ",2015,"142,996"
"Union, NJ",2015,"550,367"
"Warren, NJ",2015,"106,748"
"Bernalillo, NM",2015,"676,678"
"Catron, NM",2015,"3,480"
"Chaves, NM",2015,"65,878"
"Cibola, NM*",2015,"27,047"
"Colfax, NM",2015,"12,449"
"Curry, NM",2015,"50,299"
"De Baca, NM",2015,"1,871"
"Doña Ana, NM",2015,"214,151"
"Eddy, NM",2015,"57,724"
"Grant, NM",2015,"28,361"
"Guadalupe, NM",2015,"4,351"
"Harding, NM",2015,719
"Hidalgo, NM",2015,"4,436"
"Lea, NM",2015,"71,496"
"Lincoln, NM",2015,"19,365"
"Los Alamos, NM",2015,"17,830"
"Luna, NM",2015,"24,382"
"McKinley, NM",2015,"73,461"
"Mora, NM",2015,"4,613"
"Otero, NM",2015,"64,739"
"Quay, NM",2015,"8,446"
"Rio Arriba, NM",2015,"39,364"
"Roosevelt, NM",2015,"19,140"
"Sandoval, NM",2015,"138,531"
"San Juan, NM",2015,"128,261"
"San Miguel, NM",2015,"28,233"
"Santa Fe, NM",2015,"148,206"
"Sierra, NM",2015,"11,235"
"Socorro, NM",2015,"17,146"
"Taos, NM",2015,"32,814"
"Torrance, NM",2015,"15,608"
"Union, NM",2015,"4,166"
"Valencia, NM*",2015,"75,731"
"Albany, NY",2015,"307,476"
"Allegany, NY",2015,"47,324"
"Bronx, NY",2015,"1,440,726"
"Broome, NY",2015,"195,794"
"Cattaraugus, NY",2015,"77,951"
"Cayuga, NY",2015,"78,300"
"Chautauqua, NY",2015,"130,634"
"Chemung, NY",2015,"86,718"
"Chenango, NY",2015,"48,772"
"Clinton, NY",2015,"80,723"
"Columbia, NY",2015,"61,453"
"Cortland, NY",2015,"48,296"
"Delaware, NY",2015,"45,954"
"Dutchess, NY",2015,"294,108"
"Erie, NY",2015,"920,543"
"Essex, NY",2015,"37,958"
"Franklin, NY",2015,"50,542"
"Fulton, NY",2015,"53,800"
"Genesee, NY",2015,"58,470"
"Greene, NY",2015,"47,634"
"Hamilton, NY",2015,"4,699"
"Herkimer, NY",2015,"62,654"
"Jefferson, NY",2015,"116,403"
"Kings, NY",2015,"2,610,607"
"Lewis, NY",2015,"26,830"
"Livingston, NY",2015,"64,318"
"Madison, NY",2015,"71,672"
"Monroe, NY",2015,"745,376"
"Montgomery, NY",2015,"49,579"
"Nassau, NY",2015,"1,355,319"
"New York, NY",2015,"1,636,713"
"Niagara, NY",2015,"212,366"
"Oneida, NY",2015,"231,234"
"Onondaga, NY",2015,"466,233"
"Ontario, NY",2015,"109,285"
"Orange, NY",2015,"376,152"
"Orleans, NY",2015,"41,457"
"Oswego, NY",2015,"119,728"
"Otsego, NY",2015,"60,497"
"Putnam, NY",2015,"99,219"
"Queens, NY",2015,"2,307,614"
"Rensselaer, NY",2015,"159,456"
"Richmond, NY",2015,"472,521"
"Rockland, NY",2015,"323,078"
"St. Lawrence, NY",2015,"110,331"
"Saratoga, NY",2015,"226,053"
"Schenectady, NY",2015,"154,738"
"Schoharie, NY",2015,"31,408"
"Schuyler, NY",2015,"18,013"
"Seneca, NY",2015,"34,814"
"Steuben, NY",2015,"97,524"
"Suffolk, NY",2015,"1,492,278"
"Sullivan, NY",2015,"74,854"
"Tioga, NY",2015,"49,360"
"Tompkins, NY",2015,"103,018"
"Ulster, NY",2015,"179,692"
"Warren, NY",2015,"64,411"
"Washington, NY",2015,"62,225"
"Wayne, NY",2015,"91,284"
"Westchester, NY",2015,"969,220"
"Wyoming, NY",2015,"40,922"
"Yates, NY",2015,"25,080"
"Alamance, NC",2015,"157,100"
"Alexander, NC",2015,"36,960"
"Alleghany, NC",2015,"10,861"
"Anson, NC",2015,"25,620"
"Ashe, NC",2015,"26,637"
"Avery, NC",2015,"17,455"
"Beaufort, NC",2015,"47,385"
"Bertie, NC",2015,"20,167"
"Bladen, NC",2015,"34,140"
"Brunswick, NC",2015,"122,211"
"Buncombe, NC",2015,"251,973"
"Burke, NC",2015,"89,324"
"Cabarrus, NC",2015,"196,215"
"Caldwell, NC",2015,"81,512"
"Camden, NC",2015,"10,284"
"Carteret, NC",2015,"68,711"
"Caswell, NC",2015,"22,822"
"Catawba, NC",2015,"155,571"
"Chatham, NC",2015,"68,256"
"Cherokee, NC",2015,"27,098"
"Chowan, NC",2015,"14,249"
"Clay, NC",2015,"10,619"
"Cleveland, NC",2015,"96,885"
"Columbus, NC",2015,"56,666"
"Craven, NC",2015,"102,906"
"Cumberland, NC",2015,"331,278"
"Currituck, NC",2015,"25,112"
"Dare, NC",2015,"35,432"
"Davidson, NC",2015,"163,575"
"Davie, NC",2015,"41,655"
"Duplin, NC",2015,"58,892"
"Durham, NC",2015,"300,755"
"Edgecombe, NC",2015,"53,744"
"Forsyth, NC",2015,"367,348"
"Franklin, NC",2015,"63,630"
"Gaston, NC",2015,"212,971"
"Gates, NC",2015,"11,529"
"Graham, NC",2015,"8,598"
"Granville, NC",2015,"58,182"
"Greene, NC",2015,"20,952"
"Guilford, NC",2015,"517,414"
"Halifax, NC",2015,"52,178"
"Harnett, NC",2015,"128,027"
"Haywood, NC",2015,"59,636"
"Henderson, NC",2015,"111,926"
"Hertford, NC",2015,"24,380"
"Hoke, NC",2015,"52,728"
"Hyde, NC",2015,"5,428"
"Iredell, NC",2015,"169,497"
"Jackson, NC",2015,"41,281"
"Johnston, NC",2015,"185,135"
"Jones, NC",2015,"9,785"
"Lee, NC",2015,"59,440"
"Lenoir, NC",2015,"57,994"
"Lincoln, NC",2015,"80,535"
"McDowell, NC",2015,"44,976"
"Macon, NC",2015,"34,078"
"Madison, NC",2015,"21,138"
"Martin, NC",2015,"23,262"
"Mecklenburg, NC",2015,"1,033,282"
"Mitchell, NC",2015,"15,063"
"Montgomery, NC",2015,"27,456"
"Moore, NC",2015,"94,014"
"Nash, NC",2015,"93,805"
"New Hanover, NC",2015,"219,440"
"Northampton, NC",2015,"20,538"
"Onslow, NC",2015,"193,037"
"Orange, NC",2015,"141,379"
"Pamlico, NC",2015,"12,743"
"Pasquotank, NC",2015,"39,407"
"Pender, NC",2015,"57,455"
"Perquimans, NC",2015,"13,467"
"Person, NC",2015,"39,206"
"Pitt, NC",2015,"176,098"
"Polk, NC",2015,"20,401"
"Randolph, NC",2015,"142,634"
"Richmond, NC",2015,"45,435"
"Robeson, NC",2015,"134,461"
"Rockingham, NC",2015,"91,676"
"Rowan, NC",2015,"138,588"
"Rutherford, NC",2015,"66,388"
"Sampson, NC",2015,"63,605"
"Scotland, NC",2015,"35,330"
"Stanly, NC",2015,"60,635"
"Stokes, NC",2015,"46,146"
"Surry, NC",2015,"71,971"
"Swain, NC",2015,"14,328"
"Transylvania, NC",2015,"33,167"
"Tyrrell, NC",2015,"4,137"
"Union, NC",2015,"222,017"
"Vance, NC",2015,"44,480"
"Wake, NC",2015,"1,022,431"
"Warren, NC",2015,"20,213"
"Washington, NC",2015,"12,282"
"Watauga, NC",2015,"53,062"
"Wayne, NC",2015,"124,428"
"Wilkes, NC",2015,"68,291"
"Wilson, NC",2015,"81,281"
"Yadkin, NC",2015,"37,628"
"Yancey, NC",2015,"17,556"
"Adams, ND",2015,"2,398"
"Barnes, ND",2015,"11,005"
"Benson, ND",2015,"6,817"
"Billings, ND",2015,947
"Bottineau, ND",2015,"6,734"
"Bowman, ND",2015,"3,280"
"Burke, ND",2015,"2,344"
"Burleigh, ND",2015,"93,180"
"Cass, ND",2015,"170,734"
"Cavalier, ND",2015,"3,826"
"Dickey, ND",2015,"5,042"
"Divide, ND",2015,"2,456"
"Dunn, ND",2015,"4,579"
"Eddy, ND",2015,"2,305"
"Emmons, ND",2015,"3,399"
"Foster, ND",2015,"3,327"
"Golden Valley, ND",2015,"1,879"
"Grand Forks, ND",2015,"70,371"
"Grant, ND",2015,"2,397"
"Griggs, ND",2015,"2,287"
"Hettinger, ND",2015,"2,656"
"Kidder, ND",2015,"2,448"
"LaMoure, ND",2015,"4,136"
"Logan, ND",2015,"1,929"
"McHenry, ND",2015,"5,975"
"McIntosh, ND",2015,"2,722"
"McKenzie, ND",2015,"12,781"
"McLean, ND",2015,"9,660"
"Mercer, ND",2015,"8,786"
