County Name,Year,Total Employments
"Miller, MO",2014,"10,050"
"Mississippi, MO",2014,"5,405"
"Moniteau, MO",2014,"6,761"
"Monroe, MO",2014,"4,291"
"Montgomery, MO",2014,"5,192"
"Morgan, MO",2014,"7,917"
"New Madrid, MO",2014,"9,186"
"Newton, MO",2014,"27,707"
"Nodaway, MO",2014,"11,944"
"Oregon, MO",2014,"4,502"
"Osage, MO",2014,"6,583"
"Ozark, MO",2014,"3,350"
"Pemiscot, MO",2014,"7,737"
"Perry, MO",2014,"13,411"
"Pettis, MO",2014,"25,334"
"Phelps, MO",2014,"24,117"
"Pike, MO",2014,"8,801"
"Platte, MO",2014,"56,737"
"Polk, MO",2014,"13,306"
"Pulaski, MO",2014,"28,708"
"Putnam, MO",2014,"2,474"
"Ralls, MO",2014,"5,364"
"Randolph, MO",2014,"13,097"
"Ray, MO",2014,"7,340"
"Reynolds, MO",2014,"2,868"
"Ripley, MO",2014,"4,804"
"St. Charles, MO",2014,"185,888"
"St. Clair, MO",2014,"3,409"
"Ste. Genevieve, MO",2014,"8,272"
"St. Francois, MO",2014,"30,116"
"St. Louis, MO",2014,"770,115"
"Saline, MO",2014,"12,469"
"Schuyler, MO",2014,"1,647"
"Scotland, MO",2014,"2,644"
"Scott, MO",2014,"21,171"
"Shannon, MO",2014,"3,162"
"Shelby, MO",2014,"3,514"
"Stoddard, MO",2014,"15,343"
"Stone, MO",2014,"11,138"
"Sullivan, MO",2014,"3,989"
"Taney, MO",2014,"36,538"
"Texas, MO",2014,"10,050"
"Vernon, MO",2014,"11,041"
"Warren, MO",2014,"11,311"
"Washington, MO",2014,"7,235"
"Wayne, MO",2014,"4,431"
"Webster, MO",2014,"13,712"
"Worth, MO",2014,"1,154"
"Wright, MO",2014,"8,093"
"St. Louis (Independent City), MO",2014,"277,305"
"Beaverhead, MT",2014,"5,844"
"Big Horn, MT",2014,"6,098"
"Blaine, MT",2014,"2,622"
"Broadwater, MT",2014,"2,452"
"Carbon, MT",2014,"5,514"
"Carter, MT",2014,851
"Cascade, MT",2014,"50,087"
"Chouteau, MT",2014,"2,765"
"Custer, MT",2014,"8,037"
"Daniels, MT",2014,"1,325"
"Dawson, MT",2014,"5,840"
"Deer Lodge, MT",2014,"4,469"
"Fallon, MT",2014,"2,760"
"Fergus, MT",2014,"7,312"
"Flathead, MT",2014,"60,589"
"Gallatin, MT",2014,"75,086"
"Garfield, MT",2014,800
"Glacier, MT",2014,"6,190"
"Golden Valley, MT",2014,524
"Granite, MT",2014,"1,527"
"Hill, MT",2014,"10,265"
"Jefferson, MT",2014,"4,901"
"Judith Basin, MT",2014,"1,156"
"Lake, MT",2014,"13,622"
"Lewis and Clark, MT",2014,"47,525"
"Liberty, MT",2014,"1,124"
"Lincoln, MT",2014,"8,567"
"McCone, MT",2014,"1,363"
"Madison, MT",2014,"6,237"
"Meagher, MT",2014,"1,067"
"Mineral, MT",2014,"1,948"
"Missoula, MT",2014,"78,869"
"Musselshell, MT",2014,"2,332"
"Park, MT",2014,"9,698"
"Petroleum, MT",2014,323
"Phillips, MT",2014,"2,623"
"Pondera, MT",2014,"2,943"
"Powder River, MT",2014,"1,241"
"Powell, MT",2014,"3,763"
"Prairie, MT",2014,636
"Ravalli, MT",2014,"20,063"
"Richland, MT",2014,"9,922"
"Roosevelt, MT",2014,"5,752"
"Rosebud, MT",2014,"5,645"
"Sanders, MT",2014,"5,142"
"Sheridan, MT",2014,"2,872"
"Silver Bow, MT",2014,"20,880"
"Stillwater, MT",2014,"5,396"
"Sweet Grass, MT",2014,"2,684"
"Teton, MT",2014,"3,641"
"Toole, MT",2014,"3,313"
"Treasure, MT",2014,374
"Valley, MT",2014,"5,034"
"Wheatland, MT",2014,"1,031"
"Wibaux, MT",2014,735
"Yellowstone, MT",2014,"105,494"
"Adams, NE",2014,"20,820"
"Antelope, NE",2014,"4,202"
"Arthur, NE",2014,271
"Banner, NE",2014,455
"Blaine, NE",2014,362
"Boone, NE",2014,"3,947"
"Box Butte, NE",2014,"7,278"
"Boyd, NE",2014,"1,210"
"Brown, NE",2014,"2,151"
"Buffalo, NE",2014,"36,386"
"Burt, NE",2014,"3,443"
"Butler, NE",2014,"4,806"
"Cass, NE",2014,"9,835"
"Cedar, NE",2014,"5,125"
"Chase, NE",2014,"3,026"
"Cherry, NE",2014,"4,113"
"Cheyenne, NE",2014,"7,936"
"Clay, NE",2014,"4,084"
"Colfax, NE",2014,"6,729"
"Cuming, NE",2014,"6,260"
"Custer, NE",2014,"7,576"
"Dakota, NE",2014,"14,522"
"Dawes, NE",2014,"5,308"
"Dawson, NE",2014,"15,410"
"Deuel, NE",2014,"1,158"
"Dixon, NE",2014,"3,090"
"Dodge, NE",2014,"22,833"
"Douglas, NE",2014,"418,174"
"Dundy, NE",2014,"1,275"
"Fillmore, NE",2014,"3,821"
"Franklin, NE",2014,"1,638"
"Frontier, NE",2014,"1,591"
"Furnas, NE",2014,"3,135"
"Gage, NE",2014,"13,341"
"Garden, NE",2014,"1,287"
"Garfield, NE",2014,"1,576"
"Gosper, NE",2014,"1,059"
"Grant, NE",2014,511
"Greeley, NE",2014,"1,518"
"Hall, NE",2014,"44,240"
"Hamilton, NE",2014,"5,559"
"Harlan, NE",2014,"1,817"
"Hayes, NE",2014,519
"Hitchcock, NE",2014,"1,566"
"Holt, NE",2014,"8,509"
"Hooker, NE",2014,657
"Howard, NE",2014,"3,226"
"Jefferson, NE",2014,"4,953"
"Johnson, NE",2014,"2,847"
"Kearney, NE",2014,"3,521"
"Keith, NE",2014,"5,391"
"Keya Paha, NE",2014,665
"Kimball, NE",2014,"2,649"
"Knox, NE",2014,"5,527"
"Lancaster, NE",2014,"211,886"
"Lincoln, NE",2014,"22,744"
"Logan, NE",2014,508
"Loup, NE",2014,346
"McPherson, NE",2014,276
"Madison, NE",2014,"28,748"
"Merrick, NE",2014,"4,129"
"Morrill, NE",2014,"2,791"
"Nance, NE",2014,"2,023"
"Nemaha, NE",2014,"4,537"
"Nuckolls, NE",2014,"2,543"
"Otoe, NE",2014,"9,328"
"Pawnee, NE",2014,"1,840"
"Perkins, NE",2014,"2,244"
"Phelps, NE",2014,"7,057"
"Pierce, NE",2014,"3,993"
"Platte, NE",2014,"24,512"
"Polk, NE",2014,"2,726"
"Red Willow, NE",2014,"7,857"
"Richardson, NE",2014,"4,458"
"Rock, NE",2014,"1,023"
"Saline, NE",2014,"9,693"
"Sarpy, NE",2014,"91,440"
"Saunders, NE",2014,"9,600"
"Scotts Bluff, NE",2014,"23,632"
"Seward, NE",2014,"10,114"
"Sheridan, NE",2014,"3,175"
"Sherman, NE",2014,"1,698"
"Sioux, NE",2014,665
"Stanton, NE",2014,"2,452"
"Thayer, NE",2014,"3,731"
"Thomas, NE",2014,530
"Thurston, NE",2014,"3,872"
"Valley, NE",2014,"3,042"
"Washington, NE",2014,"11,480"
"Wayne, NE",2014,"5,827"
"Webster, NE",2014,"1,960"
"Wheeler, NE",2014,633
"York, NE",2014,"10,724"
"Churchill, NV",2014,"11,641"
"Clark, NV",2014,"1,168,817"
"Douglas, NV",2014,"28,803"
"Elko, NV",2014,"28,248"
"Esmeralda, NV",2014,590
"Eureka, NV",2014,"4,828"
"Humboldt, NV",2014,"10,389"
"Lander, NV",2014,"4,201"
"Lincoln, NV",2014,"2,173"
"Lyon, NV",2014,"17,465"
"Mineral, NV",2014,"2,094"
"Nye, NV",2014,"15,257"
"Pershing, NV",2014,"2,391"
"Storey, NV",2014,"5,118"
"Washoe, NV",2014,"263,536"
"White Pine, NV",2014,"5,422"
"Carson City (Independent City), NV",2014,"37,521"
"Belknap, NH",2014,"37,478"
"Carroll, NH",2014,"30,680"
"Cheshire, NH",2014,"44,987"
"Coos, NH",2014,"16,915"
"Grafton, NH",2014,"70,922"
"Hillsborough, NH",2014,"258,588"
"Merrimack, NH",2014,"99,751"
"Rockingham, NH",2014,"199,174"
"Strafford, NH",2014,"65,584"
"Sullivan, NH",2014,"20,420"
"Atlantic, NJ",2014,"168,471"
"Bergen, NJ",2014,"639,103"
"Burlington, NJ",2014,"266,918"
"Camden, NJ",2014,"264,132"
"Cape May, NJ",2014,"59,773"
"Cumberland, NJ",2014,"74,280"
"Essex, NJ",2014,"463,337"
"Gloucester, NJ",2014,"134,582"
"Hudson, NJ",2014,"336,189"
"Hunterdon, NJ",2014,"75,923"
"Mercer, NJ",2014,"272,636"
"Middlesex, NJ",2014,"511,584"
"Monmouth, NJ",2014,"374,890"
"Morris, NJ",2014,"386,635"
"Ocean, NJ",2014,"243,241"
"Passaic, NJ",2014,"238,438"
"Salem, NJ",2014,"28,119"
"Somerset, NJ",2014,"244,441"
"Sussex, NJ",2014,"62,108"
"Union, NJ",2014,"312,146"
"Warren, NJ",2014,"49,838"
"Bernalillo, NM",2014,"411,196"
"Catron, NM",2014,"1,623"
"Chaves, NM",2014,"29,283"
"Cibola, NM",2014,"10,323"
"Colfax, NM",2014,"7,074"
"Curry, NM",2014,"26,512"
"De Baca, NM",2014,"1,012"
"Doña Ana, NM",2014,"99,350"
"Eddy, NM",2014,"35,941"
"Grant, NM",2014,"13,344"
"Guadalupe, NM",2014,"2,170"
"Harding, NM",2014,512
"Hidalgo, NM",2014,"2,140"
"Lea, NM",2014,"41,737"
"Lincoln, NM",2014,"10,564"
"Los Alamos, NM",2014,"18,264"
"Luna, NM",2014,"9,699"
"McKinley, NM",2014,"30,077"
"Mora, NM",2014,"1,734"
"Otero, NM",2014,"27,545"
"Quay, NM",2014,"4,182"
"Rio Arriba, NM",2014,"15,652"
"Roosevelt, NM",2014,"8,468"
"Sandoval, NM",2014,"45,482"
"San Juan, NM",2014,"65,447"
"San Miguel, NM",2014,"11,988"
"Santa Fe, NM",2014,"93,281"
"Sierra, NM",2014,"4,837"
"Socorro, NM",2014,"7,829"
"Taos, NM",2014,"17,616"
"Torrance, NM",2014,"5,236"
"Union, NM",2014,"2,354"
"Valencia, NM",2014,"21,300"
"Albany, NY",2014,"269,017"
"Allegany, NY",2014,"19,551"
"Bronx, NY",2014,"446,208"
"Broome, NY",2014,"110,551"
"Cattaraugus, NY",2014,"38,474"
"Cayuga, NY",2014,"35,198"
"Chautauqua, NY",2014,"65,478"
"Chemung, NY",2014,"45,284"
"Chenango, NY",2014,"24,457"
"Clinton, NY",2014,"42,236"
"Columbia, NY",2014,"31,972"
"Cortland, NY",2014,"23,761"
"Delaware, NY",2014,"22,415"
"Dutchess, NY",2014,"150,116"
"Erie, NY",2014,"564,966"
"Essex, NY",2014,"20,421"
"Franklin, NY",2014,"24,117"
"Fulton, NY",2014,"21,902"
"Genesee, NY",2014,"30,104"
"Greene, NY",2014,"21,047"
"Hamilton, NY",2014,"2,689"
"Herkimer, NY",2014,"23,912"
"Jefferson, NY",2014,"69,590"
"Kings, NY",2014,"1,003,901"
"Lewis, NY",2014,"10,058"
"Livingston, NY",2014,"27,155"
"Madison, NY",2014,"30,988"
"Monroe, NY",2014,"477,311"
"Montgomery, NY",2014,"24,645"
"Nassau, NY",2014,"870,361"
"New York, NY",2014,"2,925,470"
"Niagara, NY",2014,"91,966"
"Oneida, NY",2014,"130,557"
"Onondaga, NY",2014,"305,225"
"Ontario, NY",2014,"67,229"
"Orange, NY",2014,"186,303"
"Orleans, NY",2014,"16,575"
"Oswego, NY",2014,"44,997"
"Otsego, NY",2014,"33,534"
"Putnam, NY",2014,"40,507"
"Queens, NY",2014,"929,870"
"Rensselaer, NY",2014,"70,114"
"Richmond, NY",2014,"166,342"
"Rockland, NY",2014,"164,056"
"St. Lawrence, NY",2014,"47,011"
"Saratoga, NY",2014,"115,580"
"Schenectady, NY",2014,"81,425"
"Schoharie, NY",2014,"12,230"
"Schuyler, NY",2014,"7,296"
"Seneca, NY",2014,"15,233"
"Steuben, NY",2014,"49,432"
"Suffolk, NY",2014,"861,625"
"Sullivan, NY",2014,"33,880"
"Tioga, NY",2014,"18,982"
"Tompkins, NY",2014,"67,809"
"Ulster, NY",2014,"88,647"
"Warren, NY",2014,"48,147"
"Washington, NY",2014,"23,153"
"Wayne, NY",2014,"38,396"
"Westchester, NY",2014,"605,378"
"Wyoming, NY",2014,"18,734"
"Yates, NY",2014,"11,930"
"Alamance, NC",2014,"78,971"
"Alexander, NC",2014,"13,321"
"Alleghany, NC",2014,"5,745"
"Anson, NC",2014,"10,538"
"Ashe, NC",2014,"12,318"
"Avery, NC",2014,"9,980"
"Beaufort, NC",2014,"22,265"
"Bertie, NC",2014,"8,426"
"Bladen, NC",2014,"16,130"
"Brunswick, NC",2014,"47,200"
"Buncombe, NC",2014,"167,785"
"Burke, NC",2014,"38,478"
"Cabarrus, NC",2014,"91,801"
"Caldwell, NC",2014,"31,915"
"Camden, NC",2014,"2,691"
"Carteret, NC",2014,"34,303"
"Caswell, NC",2014,"5,311"
"Catawba, NC",2014,"104,814"
"Chatham, NC",2014,"23,886"
"Cherokee, NC",2014,"11,958"
"Chowan, NC",2014,"6,711"
"Clay, NC",2014,"3,911"
"Cleveland, NC",2014,"45,105"
"Columbus, NC",2014,"23,005"
"Craven, NC",2014,"59,321"
"Cumberland, NC",2014,"200,110"
"Currituck, NC",2014,"10,290"
"Dare, NC",2014,"28,827"
"Davidson, NC",2014,"60,835"
"Davie, NC",2014,"16,703"
"Duplin, NC",2014,"25,857"
"Durham, NC",2014,"243,291"
"Edgecombe, NC",2014,"21,967"
"Forsyth, NC",2014,"235,784"
"Franklin, NC",2014,"18,573"
"Gaston, NC",2014,"93,273"
"Gates, NC",2014,"2,681"
"Graham, NC",2014,"3,279"
"Granville, NC",2014,"25,781"
"Greene, NC",2014,"5,857"
"Guilford, NC",2014,"356,464"
"Halifax, NC",2014,"21,460"
"Harnett, NC",2014,"36,183"
"Haywood, NC",2014,"25,441"
"Henderson, NC",2014,"51,899"
"Hertford, NC",2014,"11,439"
"Hoke, NC",2014,"11,956"
"Hyde, NC",2014,"3,419"
"Iredell, NC",2014,"93,393"
"Jackson, NC",2014,"21,829"
"Johnston, NC",2014,"65,796"
"Jones, NC",2014,"2,672"
"Lee, NC",2014,"32,241"
"Lenoir, NC",2014,"34,944"
"Lincoln, NC",2014,"31,340"
"McDowell, NC",2014,"20,383"
"Macon, NC",2014,"16,683"
"Madison, NC",2014,"7,530"
"Martin, NC",2014,"10,541"
"Mecklenburg, NC",2014,"809,919"
"Mitchell, NC",2014,"7,331"
"Montgomery, NC",2014,"12,139"
"Moore, NC",2014,"48,202"
"Nash, NC",2014,"51,879"
"New Hanover, NC",2014,"144,289"
"Northampton, NC",2014,"7,199"
"Onslow, NC",2014,"112,788"
"Orange, NC",2014,"94,163"
"Pamlico, NC",2014,"5,119"
"Pasquotank, NC",2014,"21,718"
"Pender, NC",2014,"17,498"
"Perquimans, NC",2014,"3,851"
"Person, NC",2014,"14,091"
"Pitt, NC",2014,"97,881"
"Polk, NC",2014,"8,380"
"Randolph, NC",2014,"63,683"
"Richmond, NC",2014,"17,967"
"Robeson, NC",2014,"53,282"
"Rockingham, NC",2014,"37,176"
"Rowan, NC",2014,"62,248"
"Rutherford, NC",2014,"26,460"
"Sampson, NC",2014,"25,386"
"Scotland, NC",2014,"15,233"
"Stanly, NC",2014,"26,610"
"Stokes, NC",2014,"13,095"
"Surry, NC",2014,"38,823"
"Swain, NC",2014,"8,485"
"Transylvania, NC",2014,"14,170"
"Tyrrell, NC",2014,"1,789"
"Union, NC",2014,"88,860"
"Vance, NC",2014,"19,779"
"Wake, NC",2014,"673,213"
"Warren, NC",2014,"5,068"
"Washington, NC",2014,"4,651"
"Watauga, NC",2014,"32,376"
"Wayne, NC",2014,"59,121"
"Wilkes, NC",2014,"30,333"
"Wilson, NC",2014,"48,249"
"Yadkin, NC",2014,"14,921"
"Yancey, NC",2014,"6,627"
"Adams, ND",2014,"1,791"
"Barnes, ND",2014,"7,891"
"Benson, ND",2014,"3,444"
"Billings, ND",2014,974
"Bottineau, ND",2014,"5,021"
"Bowman, ND",2014,"2,794"
"Burke, ND",2014,"1,887"
"Burleigh, ND",2014,"74,983"
"Cass, ND",2014,"142,952"
"Cavalier, ND",2014,"3,067"
"Dickey, ND",2014,"3,554"
"Divide, ND",2014,"1,980"
"Dunn, ND",2014,"4,656"
"Eddy, ND",2014,"1,488"
"Emmons, ND",2014,"2,214"
"Foster, ND",2014,"2,676"
"Golden Valley, ND",2014,"1,390"
"Grand Forks, ND",2014,"54,433"
"Grant, ND",2014,"1,509"
"Griggs, ND",2014,"1,882"
"Hettinger, ND",2014,"1,815"
"Kidder, ND",2014,"1,610"
"LaMoure, ND",2014,"2,865"
"Logan, ND",2014,"1,405"
"McHenry, ND",2014,"3,047"
"McIntosh, ND",2014,"2,154"
"McKenzie, ND",2014,"14,284"
"McLean, ND",2014,"6,093"
"Mercer, ND",2014,"6,800"
"Morton, ND",2014,"17,053"
"Mountrail, ND",2014,"10,472"
"Nelson, ND",2014,"2,307"
"Oliver, ND",2014,"1,371"
"Pembina, ND",2014,"5,619"
"Pierce, ND",2014,"3,070"
"Ramsey, ND",2014,"8,508"
"Ransom, ND",2014,"3,451"
"Renville, ND",2014,"1,635"
"Richland, ND",2014,"10,960"
"Rolette, ND",2014,"6,561"
"Sargent, ND",2014,"3,942"
"Sheridan, ND",2014,837
"Sioux, ND",2014,"2,131"
"Slope, ND",2014,582
"Stark, ND",2014,"31,709"
"Steele, ND",2014,"1,256"
"Stutsman, ND",2014,"15,092"
"Towner, ND",2014,"1,732"
"Traill, ND",2014,"5,268"
"Walsh, ND",2014,"7,753"
"Ward, ND",2014,"52,988"
"Wells, ND",2014,"3,141"
"Williams, ND",2014,"48,892"
"Adams, OH",2014,"10,536"
"Allen, OH",2014,"63,383"
"Ashland, OH",2014,"25,705"
"Ashtabula, OH",2014,"42,531"
"Athens, OH",2014,"30,773"
"Auglaize, OH",2014,"27,043"
"Belmont, OH",2014,"31,896"
"Brown, OH",2014,"14,133"
"Butler, OH",2014,"190,423"
"Carroll, OH",2014,"10,434"
"Champaign, OH",2014,"15,079"
"Clark, OH",2014,"63,209"
"Clermont, OH",2014,"82,219"
"Clinton, OH",2014,"22,224"
"Columbiana, OH",2014,"44,596"
"Coshocton, OH",2014,"16,062"
"Crawford, OH",2014,"18,200"
"Cuyahoga, OH",2014,"908,675"
"Darke, OH",2014,"26,197"
"Defiance, OH",2014,"21,573"
"Delaware, OH",2014,"117,110"
"Erie, OH",2014,"46,957"
"Fairfield, OH",2014,"60,603"
"Fayette, OH",2014,"14,408"
"Franklin, OH",2014,"925,102"
"Fulton, OH",2014,"24,665"
"Gallia, OH",2014,"15,679"
"Geauga, OH",2014,"53,904"
"Greene, OH",2014,"92,449"
"Guernsey, OH",2014,"21,192"
"Hamilton, OH",2014,"628,455"
"Hancock, OH",2014,"53,847"
"Hardin, OH",2014,"12,299"
"Harrison, OH",2014,"6,181"
"Henry, OH",2014,"15,254"
"Highland, OH",2014,"16,900"
"Hocking, OH",2014,"9,964"
"Holmes, OH",2014,"27,240"
"Huron, OH",2014,"27,914"
"Jackson, OH",2014,"13,956"
"Jefferson, OH",2014,"28,186"
"Knox, OH",2014,"30,722"
"Lake, OH",2014,"123,036"
"Lawrence, OH",2014,"18,565"
"Licking, OH",2014,"74,119"
"Logan, OH",2014,"26,207"
"Lorain, OH",2014,"129,129"
"Lucas, OH",2014,"261,623"
"Madison, OH",2014,"21,982"
"Mahoning, OH",2014,"131,605"
"Marion, OH",2014,"30,634"
"Medina, OH",2014,"85,099"
"Meigs, OH",2014,"6,235"
"Mercer, OH",2014,"25,828"
"Miami, OH",2014,"53,655"
"Monroe, OH",2014,"6,270"
"Montgomery, OH",2014,"317,335"
"Morgan, OH",2014,"4,652"
"Morrow, OH",2014,"9,298"
"Muskingum, OH",2014,"45,396"
"Noble, OH",2014,"5,043"
"Ottawa, OH",2014,"20,355"
"Paulding, OH",2014,"7,325"
"Perry, OH",2014,"10,009"
"Pickaway, OH",2014,"20,028"
"Pike, OH",2014,"11,994"
"Portage, OH",2014,"79,289"
"Preble, OH",2014,"16,149"
"Putnam, OH",2014,"17,137"
"Richland, OH",2014,"65,567"
"Ross, OH",2014,"35,988"
"Sandusky, OH",2014,"32,272"
"Scioto, OH",2014,"32,407"
"Seneca, OH",2014,"26,300"
"Shelby, OH",2014,"32,717"
"Stark, OH",2014,"209,654"
"Summit, OH",2014,"341,916"
"Trumbull, OH",2014,"93,999"
"Tuscarawas, OH",2014,"49,842"
"Union, OH",2014,"37,433"
"Van Wert, OH",2014,"14,266"
"Vinton, OH",2014,"3,536"
"Warren, OH",2014,"113,356"
"Washington, OH",2014,"34,456"
"Wayne, OH",2014,"66,158"
"Williams, OH",2014,"22,433"
"Wood, OH",2014,"81,053"
"Wyandot, OH",2014,"12,240"
"Adair, OK",2014,"8,108"
"Alfalfa, OK",2014,"3,541"
"Atoka, OK",2014,"6,375"
"Beaver, OK",2014,"3,904"
"Beckham, OK",2014,"17,680"
"Blaine, OK",2014,"5,804"
"Bryan, OK",2014,"22,382"
"Caddo, OK",2014,"11,906"
"Canadian, OK",2014,"51,749"
"Carter, OK",2014,"33,501"
"Cherokee, OK",2014,"21,610"
"Choctaw, OK",2014,"7,133"
"Cimarron, OK",2014,"1,697"
"Cleveland, OK",2014,"123,347"
"Coal, OK",2014,"2,587"
"Comanche, OK",2014,"65,919"
"Cotton, OK",2014,"2,692"
"Craig, OK",2014,"8,431"
"Creek, OK",2014,"29,090"
"Custer, OK",2014,"19,329"
"Delaware, OK",2014,"15,094"
"Dewey, OK",2014,"3,373"
"Ellis, OK",2014,"2,970"
"Garfield, OK",2014,"40,237"
"Garvin, OK",2014,"16,598"
"Grady, OK",2014,"21,207"
"Grant, OK",2014,"3,694"
"Greer, OK",2014,"2,322"
"Harmon, OK",2014,"1,457"
"Harper, OK",2014,"2,548"
"Haskell, OK",2014,"6,114"
"Hughes, OK",2014,"5,786"
"Jackson, OK",2014,"14,284"
"Jefferson, OK",2014,"2,420"
"Johnston, OK",2014,"4,660"
"Kay, OK",2014,"25,833"
"Kingfisher, OK",2014,"11,095"
"Kiowa, OK",2014,"4,141"
"Latimer, OK",2014,"5,591"
"Le Flore, OK",2014,"20,691"
"Lincoln, OK",2014,"13,625"
"Logan, OK",2014,"13,976"
"Love, OK",2014,"6,787"
"McClain, OK",2014,"16,436"
"McCurtain, OK",2014,"16,646"
"McIntosh, OK",2014,"7,420"
"Major, OK",2014,"5,407"
"Marshall, OK",2014,"7,097"
"Mayes, OK",2014,"18,388"
"Murray, OK",2014,"8,359"
"Muskogee, OK",2014,"40,471"
"Noble, OK",2014,"7,095"
"Nowata, OK",2014,"3,896"
"Okfuskee, OK",2014,"4,879"
"Oklahoma, OK",2014,"605,975"
"Okmulgee, OK",2014,"15,467"
"Osage, OK",2014,"13,335"
"Ottawa, OK",2014,"16,103"
"Pawnee, OK",2014,"6,324"
"Payne, OK",2014,"49,464"
"Pittsburg, OK",2014,"23,277"
"Pontotoc, OK",2014,"25,535"
"Pottawatomie, OK",2014,"34,023"
"Pushmataha, OK",2014,"5,205"
"Roger Mills, OK",2014,"2,327"
"Rogers, OK",2014,"41,344"
"Seminole, OK",2014,"11,541"
"Sequoyah, OK",2014,"14,312"
"Stephens, OK",2014,"25,278"
"Texas, OK",2014,"13,384"
"Tillman, OK",2014,"3,450"
"Tulsa, OK",2014,"463,194"
"Wagoner, OK",2014,"19,228"
"Washington, OK",2014,"29,529"
"Washita, OK",2014,"4,917"
"Woods, OK",2014,"6,689"
"Woodward, OK",2014,"15,602"
"Baker, OR",2014,"8,215"
"Benton, OR",2014,"49,280"
"Clackamas, OR",2014,"210,004"
"Clatsop, OR",2014,"23,002"
"Columbia, OR",2014,"15,917"
"Coos, OR",2014,"30,505"
"Crook, OR",2014,"9,018"
"Curry, OR",2014,"9,927"
"Deschutes, OR",2014,"103,032"
"Douglas, OR",2014,"49,257"
"Gilliam, OR",2014,"1,292"
"Grant, OR",2014,"3,706"
"Harney, OR",2014,"3,996"
"Hood River, OR",2014,"16,329"
"Jackson, OR",2014,"114,828"
"Jefferson, OR",2014,"9,059"
"Josephine, OR",2014,"36,106"
"Klamath, OR",2014,"29,725"
"Lake, OR",2014,"3,768"
"Lane, OR",2014,"195,864"
"Lincoln, OR",2014,"25,177"
"Linn, OR",2014,"57,657"
"Malheur, OR",2014,"16,628"
"Marion, OR",2014,"176,172"
"Morrow, OR",2014,"7,319"
"Multnomah, OR",2014,"606,427"
"Polk, OR",2014,"28,071"
"Sherman, OR",2014,"1,318"
"Tillamook, OR",2014,"12,831"
"Umatilla, OR",2014,"38,802"
"Union, OR",2014,"14,414"
"Wallowa, OR",2014,"4,494"
"Wasco, OR",2014,"14,261"
"Washington, OR",2014,"347,933"
"Wheeler, OR",2014,763
"Yamhill, OR",2014,"48,025"
"Adams, PA",2014,"47,501"
"Allegheny, PA",2014,"881,398"
"Armstrong, PA",2014,"25,336"
"Beaver, PA",2014,"72,386"
"Bedford, PA",2014,"22,926"
"Berks, PA",2014,"219,867"
"Blair, PA",2014,"75,216"
"Bradford, PA",2014,"34,811"
"Bucks, PA",2014,"359,628"
"Butler, PA",2014,"113,676"
"Cambria, PA",2014,"69,882"
"Cameron, PA",2014,"2,533"
"Carbon, PA",2014,"24,076"
"Centre, PA",2014,"114,275"
"Chester, PA",2014,"340,305"
"Clarion, PA",2014,"19,923"
"Clearfield, PA",2014,"40,048"
"Clinton, PA",2014,"17,933"
"Columbia, PA",2014,"34,809"
"Crawford, PA",2014,"44,870"
"Cumberland, PA",2014,"170,022"
"Dauphin, PA",2014,"218,444"
"Delaware, PA",2014,"307,355"
"Elk, PA",2014,"18,594"
"Erie, PA",2014,"161,046"
"Fayette, PA",2014,"55,335"
"Forest, PA",2014,"2,997"
"Franklin, PA",2014,"77,144"
"Fulton, PA",2014,"7,267"
"Greene, PA",2014,"20,108"
"Huntingdon, PA",2014,"18,490"
"Indiana, PA",2014,"47,226"
"Jefferson, PA",2014,"22,461"
"Juniata, PA",2014,"10,408"
"Lackawanna, PA",2014,"124,928"
"Lancaster, PA",2014,"316,714"
"Lawrence, PA",2014,"42,013"
"Lebanon, PA",2014,"67,164"
"Lehigh, PA",2014,"231,925"
"Luzerne, PA",2014,"179,891"
"Lycoming, PA",2014,"71,297"
"McKean, PA",2014,"21,276"
"Mercer, PA",2014,"62,314"
"Mifflin, PA",2014,"22,044"
"Monroe, PA",2014,"73,901"
"Montgomery, PA",2014,"643,765"
"Montour, PA",2014,"18,282"
"Northampton, PA",2014,"147,032"
"Northumberland, PA",2014,"38,188"
"Perry, PA",2014,"14,412"
"Philadelphia, PA",2014,"834,207"
"Pike, PA",2014,"18,224"
"Potter, PA",2014,"8,407"
"Schuylkill, PA",2014,"64,829"
"Snyder, PA",2014,"21,921"
"Somerset, PA",2014,"34,946"
"Sullivan, PA",2014,"3,130"
"Susquehanna, PA",2014,"17,772"
"Tioga, PA",2014,"20,142"
"Union, PA",2014,"22,967"
"Venango, PA",2014,"25,597"
"Warren, PA",2014,"20,751"
"Washington, PA",2014,"120,650"
"Wayne, PA",2014,"22,638"
"Westmoreland, PA",2014,"180,568"
"Wyoming, PA",2014,"14,568"
"York, PA",2014,"229,554"
"Bristol, RI",2014,"22,761"
"Kent, RI",2014,"97,633"
"Newport, RI",2014,"55,642"
"Providence, RI",2014,"360,222"
"Washington, RI",2014,"76,875"
"Abbeville, SC",2014,"8,530"
"Aiken, SC",2014,"76,652"
"Allendale, SC",2014,"3,928"
"Anderson, SC",2014,"83,168"
"Bamberg, SC",2014,"5,841"
"Barnwell, SC",2014,"8,469"
"Beaufort, SC",2014,"100,616"
"Berkeley, SC",2014,"64,327"
"Calhoun, SC",2014,"6,150"
"Charleston, SC",2014,"317,480"
